Name,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
Gusto,0.888626666666667,0.689221666666667,0.750676666666667,0.534801666666667,0.419531666666667,0.467206666666667,0.585856666666667,0.530676666666667,0.649726666666667,0.839376666666667,0.757241666666667,0.766216666666667,0.560651666666667,0.783561666666667,0.334246666666667,0.826681666666667,0.744301666666667,0.349741666666667,0.599771666666667,0.635016666666667,0.730446666666667,0.486846666666667,0.913386666666667,0.649146666666667,0.595096666666667,0.870191666666667,0.543456666666667,0.558621666666667,0.829011666666667,0.759851666666667,0.884781666666667
James,1.793115,1.486995,1.584055,1.24309,1.06102,1.13632,1.323725,1.23657,1.42461,1.72416,1.59443,1.6086,1.283915,1.635995,0.926315,1.704105,1.573985,0.95079,1.34571,1.401375,1.552105,1.167345,1.841055,1.42369,1.338325,1.772825,1.256755,1.280715,1.707785,1.59855,1.79587
Lukaku,0.72516,0.663825,0.670935,0.657005,0.648305,0.637135,0.73424,0.63032,0.72801,0.679515,0.67736,0.695915,0.65018,0.79041,0.64878,0.726365,0.68158,0.628055,0.67118,0.64776,0.717845,0.661495,0.711895,0.722275,0.73573,0.74011,0.662045,0.70786,0.7336,0.7197,0.724775
N.Jackson,3.35422166666667,3.17177666666667,3.19722166666667,3.14737166666667,3.11623166666667,3.07624166666667,3.42379166666667,3.05186166666667,3.40150166666667,3.22793166666667,3.22021666666667,3.28661666666667,3.10338666666667,3.73111666666667,3.11372666666667,3.40662166666667,3.23992166666667,3.04638166666667,3.21633666666667,3.13235666666667,3.42189166666667,3.15896666666667,3.34382166666667,3.38356166666667,3.42986166666667,3.43472166666667,3.20368666666667,3.32938666666667,3.39995666666667,3.37174666666667,3.41036166666667
Sterling,4.91164,4.937575,5.043255,4.897265,4.77247,4.82549,4.92923,4.891455,4.91474,4.899885,4.97348,4.932145,4.88322,5.08031,4.76678,4.99663,4.898755,4.71389,4.980625,4.935425,5.0089,4.799905,4.99344,5.04807,4.98292,5.086625,4.912705,4.83847,5.003435,5.10217,5.16435
C.Doucouré,2.37776333333333,2.21428333333333,2.30401833333333,2.26706333333333,2.36533333333333,2.24767833333333,2.24982833333333,2.41029333333333,2.27038333333333,2.14972833333333,2.27428833333333,2.22609333333333,2.34024833333333,2.19948333333333,2.25731333333333,2.26473333333333,2.26973833333333,2.26590833333333,2.31143333333333,2.25579833333333,2.28407333333333,2.32037333333333,2.37432333333333,2.32459833333333,2.18361333333333,2.18032333333333,2.31721333333333,2.32158833333333,2.34303333333333,2.29988833333333,2.27892333333333
Edouard,2.40764666666667,2.01447166666667,2.09199166666667,2.16042166666667,2.21282666666667,2.02949166666667,2.11357666666667,2.19934666666667,2.20565666666667,1.99795166666667,2.20677666666667,2.04133666666667,2.08141166666667,2.06024666666667,2.09840666666667,2.08498666666667,2.08369166666667,2.19444166666667,2.16252666666667,2.05382666666667,2.17072666666667,2.20572166666667,2.17797666666667,2.15602666666667,2.03660166666667,2.03521166666667,2.19358666666667,2.28824666666667,2.18451666666667,2.09413666666667,2.17441666666667
Eze,3.877325,3.52818,3.698825,3.628545,3.81542,3.591685,3.59577,3.900915,3.634865,3.405425,3.64229,3.55064,3.767715,3.50004,3.61001,3.624115,3.633635,3.62635,3.71292,3.60713,3.660895,3.729925,3.832515,3.737955,3.46986,3.463605,3.723915,3.732235,3.77301,3.690965,3.6511
Guéhi,6.025515,5.35467,5.558075,6.013385,5.97299,5.49805,5.493635,5.995375,5.45322,5.17444,5.53672,5.395875,5.78961,5.38481,5.925715,5.471665,5.541725,5.634725,6.03927,5.45839,5.95081,5.758575,5.80369,5.81237,5.281525,5.15067,5.90981,5.885885,5.63383,5.79969,5.72165
Lerma,1.706285,1.520465,1.61865,1.57821,1.685735,1.557005,1.559355,1.734925,1.58185,1.449835,1.58612,1.53339,1.658285,1.504275,1.56755,1.575665,1.58114,1.57695,1.62676,1.56589,1.596825,1.63654,1.69557,1.64116,1.48691,1.48331,1.633085,1.637875,1.661335,1.614125,1.59119
Schlupp,2.76601166666667,2.58494166666667,2.67901666666667,2.64027166666667,2.74329666666667,2.61995166666667,2.62220666666667,2.79042666666667,2.64375666666667,2.51726666666667,2.64785166666667,2.59732166666667,2.71699666666667,2.56942666666667,2.63005666666667,2.63783166666667,2.64307666666667,2.63906166666667,2.68678666666667,2.62846666666667,2.65810666666667,2.69616166666667,2.75272166666667,2.70058666666667,2.55279166666667,2.54934166666667,2.69284666666667,2.69743666666667,2.71991666666667,2.67468166666667,2.65270666666667
A.Doucoure,5.40891666666667,4.95354666666667,5.07717666666667,5.12068666666667,5.08933666666667,5.24296166666667,5.29862666666667,5.20266166666667,5.11259166666667,5.10783166666667,5.08780166666667,4.95940166666667,5.16622166666667,5.12893166666667,5.20482666666667,5.17357166666667,4.89912666666667,5.12369166666667,5.10368666666667,5.19704166666667,5.08182666666667,5.11374666666667,5.21017166666667,5.01395166666667,5.18675666666667,5.03496166666667,5.32221666666667,5.23801166666667,5.07335166666667,5.09049666666667,4.98763166666667
Onana,2.71104166666667,2.48902166666667,2.55879166666667,2.58335166666667,2.56565666666667,2.65236166666667,2.68377166666667,2.62961166666667,2.57878166666667,2.57609666666667,2.56478666666667,2.49232166666667,2.60904666666667,2.58800166666667,2.63083666666667,2.61319666666667,2.45830666666667,2.58504666666667,2.57375666666667,2.62644166666667,2.56141666666667,2.57943166666667,2.63385166666667,2.52311166666667,2.62063666666667,2.53496666666667,2.69708666666667,2.64956166666667,2.55663666666667,2.56631166666667,2.50825666666667
Pickford,3.77082,3.680085,3.56803,3.705365,3.72842,3.788025,3.832395,3.668425,3.80237,3.79143,3.69819,3.65783,3.83035,3.70809,3.80244,3.70171,3.466765,3.82444,3.778405,3.82204,3.68462,3.591875,3.702115,3.667175,3.690165,3.65175,3.90217,3.650375,3.80743,3.699925,3.66606
Leno,3.90789666666667,3.90606666666667,3.99051166666667,4.00064166666667,3.85480666666667,3.86767666666667,3.88700666666667,4.12080166666667,4.03644666666667,3.87341666666667,3.89762166666667,3.91020166666667,3.83200666666667,3.85718166666667,3.99030666666667,4.00422166666667,3.98253166666667,3.91649166666667,3.89178666666667,3.91362166666667,4.04519166666667,3.90977166666667,3.97204166666667,4.04735166666667,3.87473666666667,3.76904666666667,3.79415166666667,4.03897166666667,3.92423166666667,3.86358166666667,4.02107166666667
Lukić,0.970726666666667,0.985281666666667,0.989331666666667,1.02484166666667,0.969861666666667,1.01134666666667,0.951056666666667,1.04504666666667,1.01313166666667,0.966456666666667,1.01051166666667,1.01648166666667,0.995856666666667,0.971811666666667,1.03495666666667,0.990391666666667,1.05534166666667,0.995771666666667,0.983761666666667,0.993666666666667,1.00527666666667,1.00715166666667,1.00775166666667,1.03903166666667,1.01456666666667,0.982576666666667,0.991896666666667,0.994431666666667,0.995291666666667,0.952546666666667,0.981601666666667
Alexander-Arnold,2.13481333333333,2.87102833333333,2.97389833333333,2.15820833333333,2.59580333333333,1.67252333333333,2.67153333333333,2.23753833333333,2.58112833333333,2.36199833333333,2.45429333333333,2.93165833333333,2.54922333333333,2.62995833333333,2.22376333333333,1.98825333333333,2.97050333333333,2.32946333333333,2.83774333333333,2.61693833333333,1.83323833333333,2.36334333333333,2.21625333333333,2.80007333333333,2.08918333333333,2.63159333333333,2.74029833333333,2.15158833333333,2.24830333333333,2.15354333333333,2.77083333333333
A.Becker,3.23967833333333,3.23945333333333,3.38296333333333,3.27328333333333,3.09146333333333,2.87889833333333,3.32300333333333,3.21937333333333,3.18181333333333,3.25081833333333,3.06536833333333,3.25475833333333,3.11235833333333,3.15136333333333,3.26742333333333,3.10962333333333,3.13752833333333,3.16679333333333,3.15117333333333,3.30218333333333,3.10009333333333,3.35110833333333,3.15512333333333,3.14882833333333,3.13110833333333,3.29297333333333,3.26750833333333,2.99613333333333,3.15089333333333,3.09044833333333,3.10459833333333
