Name,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
Woodrow,0.922771666666667,0.951836666666667,0.943916666666667,0.961196666666667,0.892011666666667,0.935916666666667,0.907066666666667,0.914436666666667,0.904051666666667,0.944421666666667,0.961216666666667,0.962706666666667,0.919966666666667,0.945901666666667,0.961571666666667,0.896571666666667,0.924941666666667,0.954046666666667,0.903581666666667,0.950636666666666,0.927181666666667,1.02672666666667,0.909871666666667,0.912041666666667,0.959061666666667,0.890986666666667,0.919196666666667,0.923496666666667,0.963616666666667,0.930071666666667,1.01905166666667
Aké,1.93437166666667,2.12081666666667,2.02675166666667,2.63039666666667,1.96433166666667,2.02804166666667,2.14454166666667,2.07439166666667,2.07784666666667,2.42827666666667,0.666666666666667,2.22970166666667,2.55300166666667,1.91855166666667,2.67916666666667,2.20462166666667,2.60552666666667,2.12637166666667,2.42706666666667,2.22870666666667,1.69189166666667,2.04853666666667,2.29702666666667,2.32627666666667,2.39092166666667,2.58088666666667,2.03378166666667,2.41743166666667,2.53135666666667,2.50874666666667,2.53533166666667
J.Alvarez,3.38050333333333,3.54824333333333,3.30069333333333,3.53930833333333,3.34923833333333,3.54689833333333,3.41016833333333,3.48540833333333,3.33498833333333,3.45694333333333,1.83333333333333,3.53340833333333,3.41788333333333,3.31692333333333,3.49501833333333,3.35427333333333,3.55552333333333,3.40018833333333,3.48720333333333,3.52146833333333,3.34187333333333,3.40174833333333,3.38050833333333,3.50932333333333,3.42586333333333,3.50488333333333,3.36426333333333,3.51360833333333,3.53681833333333,3.64625333333333,3.53238333333333
De Bruyne,0,0,0,0,0,0,0,0,0.02421,1.22435,0,1.454935,1.522905,1.504545,1.65456,1.60274,1.737795,1.59018,1.67489,1.70336,1.45211,1.58245,1.604665,1.604365,1.56999,1.612315,1.568655,1.75168,1.65741,1.670245,1.66349
Rúben,2.23315666666667,2.38005166666667,2.30610666666667,2.78064166666667,2.25703666666667,2.30712166666667,2.39870166666667,2.34356166666667,2.34627666666667,2.62175166666667,1.16666666666667,2.46564666666667,2.71979666666667,2.22105166666667,2.81897666666667,2.44593166666667,2.76109166666667,2.38442166666667,2.62080166666667,2.46486666666667,2.04287166666667,2.32323166666667,2.51857666666667,2.54156666666667,2.59238666666667,2.74172166666667,2.31163666666667,2.61322666666667,2.70278166666667,2.68501166666667,2.70590666666667
Foden,4.2146,4.35699,4.3206,4.58349,4.276725,4.35049,4.406505,4.26956,4.31267,4.3598,2.5,4.34303,4.32872,4.25705,4.418845,4.36296,4.508615,4.34941,4.44077,4.471475,4.200495,4.34107,4.36503,4.364705,4.327635,4.373285,4.326195,4.52359,4.42192,4.435765,4.428475
Grealish,1.19826166666667,1.27420666666667,1.25202166666667,1.41228666666667,1.22527666666667,1.27024166666667,1.30439166666667,1.22090666666667,1.24718666666667,1.27592166666667,0.166666666666667,1.26569666666667,1.25697166666667,1.21328166666667,1.31191666666667,1.27784666666667,1.36664166666667,1.26958666666667,1.32528166666667,1.34400166666667,1.17880666666667,1.26450166666667,1.27911166666667,1.27891166666667,1.25631166666667,1.28414166666667,1.25543666666667,1.37577166666667,1.31379166666667,1.32223166666667,1.31778666666667
Haaland,4.35903166666667,4.70071166666667,4.19180666666667,4.68234166666667,4.29159666666667,4.69794666666667,4.41686166666667,4.57154166666667,4.26230666666667,4.51302166666667,1.66666666666667,4.67021166666667,4.43272166666667,4.22517166666667,4.59129166666667,4.30194666666667,4.71567166666667,4.39634666666667,4.57522166666667,4.64566666666667,4.27645666666667,4.39954666666667,4.35589166666667,4.62069666666667,4.44912666666667,4.61156666666667,4.32249166666667,4.62950166666667,4.67722166666667,4.90219166666667,4.66810166666667
Rodrigo,1.38910166666667,1.52323666666667,1.48910666666667,1.73566166666667,1.44795666666667,1.51713666666667,1.56967166666667,1.44123666666667,1.48167166666667,1.52587166666667,-0.333333333333333,1.51014166666667,1.49672166666667,1.42950666666667,1.58124666666667,1.52883166666667,1.66544166666667,1.51612666666667,1.60181166666667,1.63060666666667,1.37646666666667,1.50830666666667,1.53077666666667,1.53047166666667,1.49570666666667,1.53851666666667,1.49435666666667,1.67948166666667,1.58413166666667,1.59711166666667,1.59027666666667
Stones,0.766251666666667,0.847226666666667,0.802096666666667,1.09169166666667,0.772151666666667,0.802716666666667,0.858606666666667,0.824951666666667,0.826611666666667,0.994726666666667,0.166666666666667,0.899461666666667,1.05456166666667,0.750191666666667,1.11508666666667,0.887431666666667,1.07976166666667,0.849891666666667,0.994146666666667,0.898981666666667,0.641451666666667,0.812551666666667,0.931761666666667,0.945791666666667,0.976806666666667,1.06794166666667,0.805471666666667,0.989521666666667,1.04417666666667,1.03333166666667,1.04608166666667
Walker,3.50035166666667,3.67583666666667,3.58726166666667,4.15565166666667,3.52849166666667,3.58847666666667,3.69817166666667,3.63212166666667,3.63537666666667,3.96534166666667,2.16666666666667,3.77835666666667,4.08277666666667,3.48538166666667,4.20157166666667,3.75474166666667,4.13223166666667,3.68106666666667,3.96420166666667,3.77742166666667,3.27196666666667,3.60777666666667,3.84175666666667,3.86929166666667,3.93016166666667,4.10903166666667,3.59388666666667,3.95512666666667,4.06239666666667,4.04111166666667,4.06613666666667
Antony,2.16451666666667,2.12226666666667,1.92542666666667,2.14853166666667,2.08787166666667,2.05849666666667,1.97501666666667,2.06468666666667,2.29196666666667,1.92010666666667,2.03249666666667,2.07954166666667,2.23380666666667,2.12012166666667,2.11344166666667,2.14145666666667,1.98716166666667,2.02901666666667,2.21336166666667,1.87063666666667,2.21926666666667,2.04460166666667,2.07784666666667,1.99411666666667,2.06573666666667,2.15339666666667,2.14656666666667,2.13210666666667,2.04354666666667,2.07985666666667,2.05659666666667
B.Fernandes,5.43912833333333,5.36278833333333,5.00671333333333,5.41030333333333,5.30056333333333,5.24742833333333,5.09641833333333,5.25862833333333,5.66976333333333,4.99708833333333,5.20038833333333,5.28549833333333,5.56455333333333,5.35890833333333,5.34681833333333,5.39749833333333,5.11838333333333,5.19410333333333,5.52756833333333,4.90759333333333,5.53825833333333,5.22229333333333,5.28242833333333,5.13096833333333,5.26052333333333,5.41909333333333,5.40674333333333,5.38058833333333,5.22038833333333,5.28606833333333,5.24398833333333
Casemiro,2.66518333333333,2.62609333333333,2.44412833333333,2.65037833333333,2.59429833333333,2.56714333333333,2.48996833333333,2.57286833333333,2.78297333333333,2.43920833333333,2.54310333333333,2.58659833333333,2.72920833333333,2.62411333333333,2.61793333333333,2.64383333333333,2.50119333333333,2.53988833333333,2.71030833333333,2.39347333333333,2.71576833333333,2.55429833333333,2.58502833333333,2.50762833333333,2.57383333333333,2.65487333333333,2.64855833333333,2.63519333333333,2.55332333333333,2.58688833333333,2.56538333333333
Rashford,3.68660666666667,3.60577166666667,3.34157666666667,3.64102666666667,3.55960666666667,3.52018166666667,3.40813666666667,3.52849166666667,3.83353666666667,3.33443666666667,3.48528166666667,3.54842666666667,3.75547666666667,3.60289666666667,3.59392166666667,3.63152666666667,3.42443166666667,3.48061666666667,3.72803666666667,3.26803666666667,3.73596666666667,3.50153166666667,3.54615166666667,3.43377166666667,3.52989666666667,3.64755166666667,3.63838666666667,3.61898166666667,3.50011666666667,3.54885166666667,3.51762666666667
Anderson,2.47538833333333,2.49036333333333,2.49741833333333,2.49129333333333,2.50471333333333,2.48852333333333,2.51015333333333,2.48739333333333,2.48440833333333,2.51565833333333,2.48201333333333,2.52330333333333,2.46213333333333,2.46310833333333,2.47437333333333,2.49275333333333,2.51938833333333,2.53000333333333,2.46778833333333,2.50137333333333,2.47564333333333,2.48466333333333,2.50253333333333,2.51673333333333,2.50382333333333,2.49863833333333,2.48341833333333,2.48485833333333,2.48773333333333,2.48986833333333,2.49092333333333
Burn,4.64031166666667,4.98540166666667,4.97097666666667,4.86162666666667,4.98425666666667,4.70069166666667,4.79719666666667,4.79813166666667,4.61337666666667,5.01328166666667,4.65493166666667,5.22436166666667,4.29096666666667,4.42806666666667,4.65167666666667,5.12931166666667,4.97516666666667,5.17600166666667,4.53628666666667,5.08260166666667,4.54788166666667,4.95017166666667,5.08635166666667,5.15254666666667,5.06128666666667,4.71782666666667,4.60674666666667,5.10301666666667,5.19487666666667,4.69545166666667,4.77448166666667
Isak,5.89957,5.91359,5.861845,5.8241,5.949015,5.84714,5.989135,6.003115,5.805075,6.259975,5.7708,6.291955,5.77886,5.780815,5.946915,5.969715,5.97993,6.01002,5.814115,6.007105,5.78748,5.8772,6.00191,6.029005,6.13523,5.85882,5.73065,5.867855,5.9552,6.020485,5.793375
Joelinton,1.84664166666667,1.89997666666667,1.93548666666667,1.90464166666667,1.97218666666667,1.89070666666667,1.99956666666667,1.88501666666667,1.87000666666667,2.02726666666667,1.85794166666667,2.06574666666667,1.75790166666667,1.76278666666667,1.81949166666667,1.91200166666667,2.04604666666667,2.09946666666667,1.78636166666667,1.95537166666667,1.82588166666667,1.87128666666667,1.96122166666667,2.03269166666667,1.96772166666667,1.94162666666667,1.86501666666667,1.87225666666667,1.88673166666667,1.89746666666667,1.90279166666667
Pope,3.80506666666667,4.10285166666667,4.10971666666667,3.87452166666667,3.96079166666667,4.07722166666667,4.06056666666667,4.16117666666667,3.95622666666667,4.13297666666667,4.08310166666667,4.19313166666667,3.93520166666667,3.90935666666667,3.89968166666667,3.96060166666667,4.11209166666667,4.04058166666667,3.91891666666667,3.91387666666667,3.90229666666667,3.99133666666667,4.10006666666667,4.04916666666667,4.07730666666667,3.96031666666667,3.94047166666667,3.95824666666667,4.06451666666667,3.96456666666667,3.97627166666667
Schär,3.91579833333333,4.30418333333333,4.28789833333333,4.16444833333333,4.30289333333333,3.98276333333333,4.09170833333333,4.09276833333333,3.88419333333333,4.33565833333333,3.93110333333333,4.57395333333333,3.52020833333333,3.67498833333333,3.92742833333333,4.46664833333333,4.29263333333333,4.51935833333333,3.79715833333333,4.41391833333333,3.81025333333333,4.26440833333333,4.41814833333333,4.49288333333333,4.38985333333333,4.00210833333333,3.87670333333333,4.43696333333333,4.54066333333333,3.97684833333333,4.06606833333333
Trippier,7.80181,8.27103,8.25142,8.10277,8.269475,7.884,8.015185,8.01646,7.765305,8.30893,7.821795,8.59587,7.32702,7.5134,7.817365,8.46666,8.25712,8.530135,7.66051,8.403165,7.67627,8.223135,8.40826,8.49825,8.374185,7.90729,7.75629,8.430915,8.55579,7.876875,7.98431
Wilson,3.05056166666667,3.08716666666667,3.02827166666667,2.98530666666667,3.12748666666667,3.01153166666667,3.17315166666667,3.18906666666667,2.96365666666667,3.48142666666667,2.92464666666667,3.51782166666667,2.93381666666667,2.93604166666667,3.12510166666667,3.15104666666667,3.16267666666667,3.19692666666667,2.97394166666667,3.19361166666667,2.94363166666667,3.04575166666667,3.18769666666667,3.21853166666667,3.33944166666667,3.02483166666667,2.87894666666667,3.03511666666667,3.13453166666667,3.20883666666667,2.95034166666667
Awoniyi,2.12733,2.206555,2.04253,2.211025,2.13738,2.25019,2.257515,2.34881,2.11385,2.111255,2.2412,2.017425,2.22325,2.055005,2.08141,2.188765,2.24892,2.23423,2.186965,2.24884,2.10278,2.035605,2.15832,2.45602,2.06506,2.238695,2.23526,2.04421,2.25426,2.10121,2.194085
Gibbs-White,2.79445333333333,2.85696833333333,2.68152333333333,2.84825833333333,2.79905333333333,2.84041833333333,2.99437833333333,2.92040833333333,2.88370833333333,2.89069833333333,3.07040333333333,2.73894833333333,2.95666833333333,2.84648333333333,2.84858833333333,2.92549333333333,2.91834833333333,2.91300833333333,2.75164333333333,2.83381833333333,2.82425833333333,2.79541833333333,2.84327833333333,2.98820333333333,2.80915333333333,2.90634833333333,2.82624833333333,2.68708833333333,2.89293833333333,2.83272333333333,2.82819833333333
Osula,0.62808,0.58768,0.53928,0.59265,0.54892,0.593455,0.578295,0.595915,0.547525,0.531915,0.576005,0.58231,0.51502,0.591215,0.556725,0.58375,0.527305,0.59635,0.55248,0.54204,0.576585,0.5162,0.662575,0.52953,0.548415,0.533545,0.579115,0.521455,0.67142,0.591545,0.551645
Maddison,5.14136333333333,5.41579833333333,5.17110333333333,5.20156333333333,5.27181333333333,5.22296833333333,4.92193833333333,5.31218833333333,5.31954833333333,5.44525833333333,5.42430833333333,5.18989833333333,5.52906333333333,5.16125833333333,5.36585333333333,5.19264333333333,5.21216833333333,5.30301333333333,5.09987333333333,5.21610333333333,5.08984833333333,5.32238333333333,5.23496833333333,5.15517333333333,5.47616333333333,5.07235333333333,5.00089333333333,5.22342333333333,4.99322833333333,5.29871333333333,5.28453333333333
Pedro Porro,3.75860833333333,4.10248833333333,4.04218333333333,3.80378333333333,4.06206333333333,3.98392333333333,3.43604833333333,4.17231833333333,4.02089833333333,4.06606833333333,4.23557333333333,3.73363833333333,4.25798833333333,3.71400333333333,4.05197333333333,3.89689333333333,3.79877333333333,4.16873333333333,3.65775833333333,4.07584833333333,3.75693833333333,4.14836333333333,4.21336833333333,3.75563333333333,4.30419833333333,3.61649833333333,3.54326333333333,3.95756833333333,3.41224833333333,4.30193333333333,3.81297333333333
Sarr,1.989595,2.08057,1.99215,2.003155,2.02854,2.01089,1.902115,2.04313,2.04579,2.091215,2.083645,1.99894,2.1215,1.988595,2.062525,1.99993,2.00699,2.039815,1.96641,2.00841,1.96279,2.046815,2.01523,1.986395,2.10238,1.956465,1.930645,2.011055,1.927875,2.03826,2.03314
Son,6.468435,6.685905,6.44811,6.477715,6.54598,6.498515,6.205975,6.585215,6.59237,6.714535,6.694175,6.46638,6.795975,6.438545,6.63737,6.46904,6.48802,6.5763,6.37889,6.491845,6.36915,6.595125,6.510175,6.43263,6.744565,6.352145,6.2827,6.498955,6.275255,6.572125,6.558345
Antonio,2.98106833333333,2.93225333333333,2.99617833333333,2.81267833333333,3.20095833333333,2.93870333333333,2.90629833333333,2.82178833333333,3.07890333333333,2.97912333333333,2.96512833333333,2.82882833333333,2.98954333333333,2.99322833333333,2.98139333333333,2.76382833333333,2.83660333333333,2.95795833333333,2.85204333333333,2.97601333333333,2.94101333333333,2.95405333333333,2.77862333333333,2.86364833333333,2.86600333333333,3.17605333333333,2.87795833333333,2.98831833333333,2.80808833333333,2.95000333333333,2.76050333333333
Areola,3.048995,3.030225,3.157865,3.09562,3.280795,3.170975,3.20371,3.07851,3.181895,3.04235,3.1676,3.04665,3.085625,3.14066,3.15054,3.065055,3.008745,3.2116,3.031095,3.253505,3.070555,3.08833,3.047755,3.082,3.20957,3.22943,3.10849,2.973085,3.03246,3.082245,2.849015
Bowen,5.480405,5.27132,5.57843,5.39131,5.62604,5.368175,5.38725,5.34408,5.48484,5.467055,5.530715,5.223595,5.38364,5.450085,5.674615,5.336895,5.39397,5.597665,5.524755,5.365705,5.463105,5.393555,5.255255,5.44725,5.438405,5.570615,5.34593,5.375285,5.280525,5.404575,5.117145
L.Paquetá,3.02782166666667,2.88758666666667,3.10351166666667,2.97194666666667,3.13698666666667,2.95568166666667,2.96909666666667,2.93874166666667,3.03770666666667,3.02520166666667,3.06996166666667,2.85403166666667,2.96655666666667,3.01327166666667,3.17113666666667,2.93368666666667,2.97382166666667,3.11703166666667,3.06577166666667,2.95394666666667,3.02242666666667,2.97352666666667,2.87629166666667,3.01127666666667,3.00506166666667,3.09801666666667,2.94004166666667,2.96068166666667,2.89405666666667,2.98127666666667,2.77918666666667
Neto,4.81619,4.87194,4.86488,4.83974,4.83752,4.866915,4.662645,4.84992,4.97732,4.74686,4.78017,4.79378,4.94009,4.771795,4.902785,4.70716,4.898125,4.756855,4.75939,4.6874,4.93398,5.0153,4.69996,4.775695,4.85959,4.95513,4.795865,4.804155,4.57941,4.79061,4.63059
José Sá,3.46232666666667,3.45560666666667,3.41772666666667,3.52166166666667,3.45515166666667,3.56841166666667,3.41506666666667,3.44217166666667,3.68054666666667,3.30484666666667,3.56833166666667,3.47059166666667,3.54116666666667,3.54138666666667,3.55220166666667,3.39897666666667,3.39743166666667,3.45119166666667,3.45314666666667,3.41632166666667,3.62231166666667,3.53285666666667,3.39644166666667,3.55602666666667,3.59044666666667,3.60209166666667,3.37208666666667,3.45542666666667,3.19098166666667,3.59314666666667,3.43083666666667
Cunha,3.066175,3.03982,3.09392,3.098725,2.9701,3.18377,2.93554,3.046895,3.30492,2.9936,2.961065,2.91951,3.101655,2.962475,3.070835,2.91495,2.958585,2.928555,2.977085,2.885705,3.280195,3.08698,3.0382,3.0446,3.08071,3.063715,2.943255,3.05582,2.86772,3.012435,2.908285
Diaby,4.20621166666667,4.24605166666667,4.19047666666667,4.34181666666667,4.32061666666667,4.14306666666667,4.25843166666667,4.02201666666667,4.18216666666667,4.18008166666667,4.14560666666667,4.13743166666667,4.23635666666667,4.16001666666667,4.25134666666667,4.22614666666667,4.28934166666667,4.25338666666667,4.36405666666667,4.12944666666667,4.22392666666667,4.13305166666667,4.23944666666667,3.96519666666667,4.28467166666667,4.04863166666667,4.40213166666667,4.16643666666667,4.15804166666667,4.16752666666667,4.14451166666667
Disasi,3.85805666666667,3.46575166666667,3.58016166666667,3.17825166666667,2.96364666666667,3.05240166666667,3.27330666666667,3.17057166666667,3.39222166666667,3.74530666666667,3.59239166666667,3.60909666666667,3.22637666666667,3.64138666666667,2.80486166666667,3.72166666666667,3.56829666666667,2.83371166666667,3.29921666666667,3.36483166666667,3.54250166666667,3.08897166666667,3.88309666666667,3.39113666666667,3.29051166666667,3.80267166666667,3.19436666666667,3.22260666666667,3.72601166666667,3.59724666666667,3.82983666666667
Højlund,2.358305,2.49889,2.317725,2.58044,2.45775,2.482505,2.294625,2.36689,2.487625,2.316275,2.398085,2.461605,2.46532,2.37555,2.37779,2.481615,2.44085,2.310305,2.672905,2.277375,2.501695,2.382245,2.32704,2.32267,2.494215,2.442405,2.494285,2.44919,2.38917,2.34981,2.36824
Ward-Prowse,3.63267333333333,3.43481833333333,3.70865333333333,3.54180333333333,3.75110333333333,3.52117833333333,3.53818833333333,3.49969333333333,3.62519833333333,3.60934333333333,3.66610333333333,3.39226333333333,3.53496333333333,3.59421333333333,3.79441833333333,3.49328333333333,3.54417833333333,3.72580333333333,3.66079333333333,3.51897833333333,3.60582333333333,3.54380833333333,3.42049333333333,3.59168333333333,3.58379833333333,3.70168333333333,3.50133833333333,3.52751833333333,3.44302333333333,3.55363333333333,3.29734333333333
