Name,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
Mac Allister,3.17545166666667,3.23168666666667,3.44967666666667,3.49361666666667,3.21736166666667,3.40014166666667,3.02395666666667,3.44246666666667,3.33123166666667,3.23510666666667,3.40564166666667,3.27944166666667,3.25563666666667,3.36090166666667,3.36924166666667,3.26092166666667,3.12220666666667,3.34324666666667,3.27698666666667,3.28922666666667,3.46743166666667,3.09086666666667,3.25335666666667,3.26990666666667,3.23639166666667,3.22676666666667,3.27324166666667,3.36330166666667,3.22160666666667,3.32861166666667,3.16624666666667,3.34689166666667
Robertson,3.65348666666667,3.68971166666667,4.27337666666667,4.35178666666667,3.73005166666667,4.06359666666667,3.35984666666667,4.12131666666667,3.79051666666667,4.05240666666667,3.88538166666667,3.95573166666667,4.31959166666667,4.02809166666667,4.08963166666667,3.78001666666667,3.60050666666667,4.34920166666667,3.86058166666667,4.24800666666667,4.07970666666667,3.48235166666667,3.88640666666667,3.77429166666667,4.21929666666667,3.67743666666667,4.09087666666667,4.17373166666667,3.72500666666667,3.79872166666667,3.72649666666667,4.19700666666667
Salah,6.556595,6.596525,6.902005,6.9711,6.536685,6.82411,6.232555,6.89066,6.71574,6.564585,6.832755,6.634305,6.59687,6.762405,6.775515,6.60518,6.387045,6.73464,6.630445,6.649695,6.92992,6.337765,6.593285,6.61931,6.566605,6.55147,6.624555,6.76618,6.543355,6.711625,6.456305,6.740365
Szoboszlai,2.78566,2.81431,2.964905,2.996985,2.79531,2.928745,2.654125,2.95964,2.878435,2.808265,2.93276,2.84063,2.82325,2.9001,2.906185,2.82711,2.725845,2.88721,2.838835,2.847775,2.977865,2.702965,2.82159,2.83367,2.809205,2.802175,2.836105,2.90185,2.79841,2.876525,2.757995,2.88987
Virgil,2.93515666666667,2.96918666666667,3.45614666666667,3.52272666666667,2.99481166666667,3.27802166666667,2.68047166666667,3.32703166666667,3.04615166666667,3.26852666666667,3.12670166666667,3.18643666666667,3.49538666666667,3.24787666666667,3.30012666666667,3.03723666666667,2.88481666666667,3.52053166666667,3.10564666666667,3.43460666666667,3.29170166666667,2.78448666666667,3.12757166666667,3.03237666666667,3.41022666666667,2.95013666666667,3.30118666666667,3.37153666666667,2.99052666666667,3.05312166666667,2.99179166666667,3.39130166666667
Adebayo,3.49268,2.17767,2.244485,2.226275,2.26599,2.10696,2.207885,2.141565,2.158515,2.134635,2.22743,2.266045,2.26947,2.171225,2.230845,2.26686,2.11744,2.182655,2.249565,2.133555,2.24172,2.18781,2.41663,2.14802,2.153005,2.261085,2.1046,2.16945,2.17934,2.27156,2.194445,2.398985
Andersen,2.30691166666667,1.21296166666667,1.34577166666667,1.17882166666667,1.15626166666667,1.15563166666667,1.35104666666667,1.24220166666667,1.28717166666667,1.06342166666667,1.35046166666667,1.32137166666667,1.20908166666667,1.20411666666667,1.45915666666667,1.20141166666667,1.10297666666667,1.41174666666667,1.25392166666667,0.992666666666667,1.30140666666667,1.33286666666667,1.47437166666667,1.15905666666667,1.11927166666667,1.44941666666667,1.00552166666667,1.33815666666667,1.34360666666667,1.43731166666667,1.17811666666667,1.36543666666667
Bell,2.97789166666667,1.81674666666667,1.94229166666667,1.78447666666667,1.76315166666667,1.76255666666667,1.94728166666667,1.84438666666667,1.88690166666667,1.67539166666667,1.94672666666667,1.91923166666667,1.81308166666667,1.80838666666667,2.04947166666667,1.80583166666667,1.71277666666667,2.00466166666667,1.85546666666667,1.60850666666667,1.90035666666667,1.93009666666667,2.06385666666667,1.76579166666667,1.72818166666667,2.04026666666667,1.62065666666667,1.93509166666667,1.94024666666667,2.02882666666667,1.78381166666667,1.96088166666667
Burke,2.92979,1.811555,1.94354,1.77763,1.75521,1.754585,1.948785,1.840615,1.885305,1.66295,1.9482,1.919295,1.8077,1.80277,2.05622,1.80008,1.702255,2.009105,1.85226,1.592635,1.89945,1.930715,2.07134,1.75799,1.71845,2.04654,1.60541,1.93597,1.941385,2.03451,1.77693,1.963085
Morris,5.91569166666667,4.19963666666667,4.29838666666667,4.27146666666667,4.33017166666667,4.09512166666667,4.24429166666667,4.14627166666667,4.17132166666667,4.13602666666667,4.27317666666667,4.33024666666667,4.33531166666667,4.19010666666667,4.27822166666667,4.33145666666667,4.11061666666667,4.20700166666667,4.30589166666667,4.13443666666667,4.29429666666667,4.21462166666667,4.55281166666667,4.15581166666667,4.16318166666667,4.32292166666667,4.09164166666667,4.18748666666667,4.20210166666667,4.33840166666667,4.22442666666667,4.52673166666667
Ogbene,2.57490333333333,1.67114833333333,1.71989833333333,1.70661333333333,1.73559333333333,1.61955333333333,1.69319333333333,1.64480333333333,1.65716833333333,1.63974333333333,1.70745333333333,1.73562833333333,1.73813333333333,1.66644333333333,1.70994333333333,1.73622833333333,1.62719833333333,1.67478333333333,1.72360833333333,1.63895833333333,1.71788333333333,1.67854833333333,1.84550833333333,1.64951333333333,1.65314833333333,1.73201333333333,1.61783333333333,1.66515333333333,1.67236333333333,1.73965333333333,1.68338833333333,1.83263333333333
Woodrow,1.47072166666667,0.922771666666667,0.951836666666667,0.943916666666667,0.961196666666667,0.892011666666667,0.935916666666667,0.907066666666667,0.914436666666667,0.904051666666667,0.944421666666667,0.961216666666667,0.962706666666667,0.919966666666667,0.945901666666667,0.961571666666667,0.896571666666667,0.924941666666667,0.954046666666667,0.903581666666667,0.950636666666666,0.927181666666667,1.02672666666667,0.909871666666667,0.912041666666667,0.959061666666667,0.890986666666667,0.919196666666667,0.923496666666667,0.963616666666667,0.930071666666667,1.01905166666667
Aké,2.20182,1.767705,1.95415,1.860085,2.46373,1.797665,1.861375,1.977875,1.907725,1.91118,2.26161,0.5,2.063035,2.386335,1.751885,2.5125,2.037955,2.43886,1.959705,2.2604,2.06204,1.525225,1.88187,2.13036,2.15961,2.224255,2.41422,1.867115,2.250765,2.36469,2.34208,2.368665
J.Alvarez,4.610905,4.54717,4.71491,4.46736,4.705975,4.515905,4.713565,4.576835,4.652075,4.501655,4.62361,3,4.700075,4.58455,4.48359,4.661685,4.52094,4.72219,4.566855,4.65387,4.688135,4.50854,4.568415,4.547175,4.67599,4.59253,4.67155,4.53093,4.680275,4.703485,4.81292,4.69905
De Bruyne,0,0,0,0,0,0,0,0,0,0.02421,1.22435,0,1.454935,1.522905,1.504545,1.65456,1.60274,1.737795,1.59018,1.67489,1.70336,1.45211,1.58245,1.604665,1.604365,1.56999,1.612315,1.568655,1.75168,1.65741,1.670245,1.66349
Rúben,2.57491666666667,2.23315666666667,2.38005166666667,2.30610666666667,2.78064166666667,2.25703666666667,2.30712166666667,2.39870166666667,2.34356166666667,2.34627666666667,2.62175166666667,1.16666666666667,2.46564666666667,2.71979666666667,2.22105166666667,2.81897666666667,2.44593166666667,2.76109166666667,2.38442166666667,2.62080166666667,2.46486666666667,2.04287166666667,2.32323166666667,2.51857666666667,2.54156666666667,2.59238666666667,2.74172166666667,2.31163666666667,2.61322666666667,2.70278166666667,2.68501166666667,2.70590666666667
Foden,4.344655,4.2146,4.35699,4.3206,4.58349,4.276725,4.35049,4.406505,4.26956,4.31267,4.3598,2.5,4.34303,4.32872,4.25705,4.418845,4.36296,4.508615,4.34941,4.44077,4.471475,4.200495,4.34107,4.36503,4.364705,4.327635,4.373285,4.326195,4.52359,4.42192,4.435765,4.428475
Grealish,1.25242666666667,1.19826166666667,1.27420666666667,1.25202166666667,1.41228666666667,1.22527666666667,1.27024166666667,1.30439166666667,1.22090666666667,1.24718666666667,1.27592166666667,0.166666666666667,1.26569666666667,1.25697166666667,1.21328166666667,1.31191666666667,1.27784666666667,1.36664166666667,1.26958666666667,1.32528166666667,1.34400166666667,1.17880666666667,1.26450166666667,1.27911166666667,1.27891166666667,1.25631166666667,1.28414166666667,1.25543666666667,1.37577166666667,1.31379166666667,1.32223166666667,1.31778666666667
Haaland,5.15003333333333,5.02569833333333,5.36737833333333,4.85847333333333,5.34900833333333,4.95826333333333,5.36461333333333,5.08352833333333,5.23820833333333,4.92897333333333,5.17968833333333,2.33333333333333,5.33687833333333,5.09938833333333,4.89183833333333,5.25795833333333,4.96861333333333,5.38233833333333,5.06301333333333,5.24188833333333,5.31233333333333,4.94312333333333,5.06621333333333,5.02255833333333,5.28736333333333,5.11579333333333,5.27823333333333,4.98915833333333,5.29616833333333,5.34388833333333,5.56885833333333,5.33476833333333
Rodrigo,1.69024833333333,1.55576833333333,1.68990333333333,1.65577333333333,1.90232833333333,1.61462333333333,1.68380333333333,1.73633833333333,1.60790333333333,1.64833833333333,1.69253833333333,-0.166666666666667,1.67680833333333,1.66338833333333,1.59617333333333,1.74791333333333,1.69549833333333,1.83210833333333,1.68279333333333,1.76847833333333,1.79727333333333,1.54313333333333,1.67497333333333,1.69744333333333,1.69713833333333,1.66237333333333,1.70518333333333,1.66102333333333,1.84614833333333,1.75079833333333,1.76377833333333,1.75694333333333
Stones,0.779685,0.599585,0.68056,0.63543,0.925025,0.605485,0.63605,0.69194,0.658285,0.659945,0.82806,0,0.732795,0.887895,0.583525,0.94842,0.720765,0.913095,0.683225,0.82748,0.732315,0.474785,0.645885,0.765095,0.779125,0.81014,0.901275,0.638805,0.822855,0.87751,0.866665,0.879415
Walker,3.91762166666667,3.50035166666667,3.67583666666667,3.58726166666667,4.15565166666667,3.52849166666667,3.58847666666667,3.69817166666667,3.63212166666667,3.63537666666667,3.96534166666667,2.16666666666667,3.77835666666667,4.08277666666667,3.48538166666667,4.20157166666667,3.75474166666667,4.13223166666667,3.68106666666667,3.96420166666667,3.77742166666667,3.27196666666667,3.60777666666667,3.84175666666667,3.86929166666667,3.93016166666667,4.10903166666667,3.59388666666667,3.95512666666667,4.06239666666667,4.04111166666667,4.06613666666667
Antony,1.878255,1.99785,1.9556,1.75876,1.981865,1.921205,1.89183,1.80835,1.89802,2.1253,1.75344,1.86583,1.912875,2.06714,1.953455,1.946775,1.97479,1.820495,1.86235,2.046695,1.70397,2.0526,1.877935,1.91118,1.82745,1.89907,1.98673,1.9799,1.96544,1.87688,1.91319,1.88993
B.Fernandes,5.10248666666667,5.27246166666667,5.19612166666667,4.84004666666667,5.24363666666667,5.13389666666667,5.08076166666667,4.92975166666667,5.09196166666667,5.50309666666667,4.83042166666667,5.03372166666667,5.11883166666667,5.39788666666667,5.19224166666667,5.18015166666667,5.23083166666667,4.95171666666667,5.02743666666667,5.36090166666667,4.74092666666667,5.37159166666667,5.05562666666667,5.11576166666667,4.96430166666667,5.09385666666667,5.25242666666667,5.24007666666667,5.21392166666667,5.05372166666667,5.11940166666667,5.07732166666667
Casemiro,2.760055,2.83185,2.79276,2.610795,2.817045,2.760965,2.73381,2.656635,2.739535,2.94964,2.605875,2.70977,2.753265,2.895875,2.79078,2.7846,2.8105,2.66786,2.706555,2.876975,2.56014,2.882435,2.720965,2.751695,2.674295,2.7405,2.82154,2.815225,2.80186,2.71999,2.753555,2.73205
Rashford,3.54420666666667,3.68660666666667,3.60577166666667,3.34157666666667,3.64102666666667,3.55960666666667,3.52018166666667,3.40813666666667,3.52849166666667,3.83353666666667,3.33443666666667,3.48528166666667,3.54842666666667,3.75547666666667,3.60289666666667,3.59392166666667,3.63152666666667,3.42443166666667,3.48061666666667,3.72803666666667,3.26803666666667,3.73596666666667,3.50153166666667,3.54615166666667,3.43377166666667,3.52989666666667,3.64755166666667,3.63838666666667,3.61898166666667,3.50011666666667,3.54885166666667,3.51762666666667
Anderson,2.622205,2.642055,2.65703,2.664085,2.65796,2.67138,2.65519,2.67682,2.65406,2.651075,2.682325,2.64868,2.68997,2.6288,2.629775,2.64104,2.65942,2.686055,2.69667,2.634455,2.66804,2.64231,2.65133,2.6692,2.6834,2.67049,2.665305,2.650085,2.651525,2.6544,2.656535,2.65759
Burn,6.02664,5.473645,5.818735,5.80431,5.69496,5.81759,5.534025,5.63053,5.631465,5.44671,5.846615,5.488265,6.057695,5.1243,5.2614,5.48501,5.962645,5.8085,6.009335,5.36962,5.915935,5.381215,5.783505,5.919685,5.98588,5.89462,5.55116,5.44008,5.93635,6.02821,5.528785,5.607815
Isak,3.80356833333333,3.73290333333333,3.74692333333333,3.69517833333333,3.65743333333333,3.78234833333333,3.68047333333333,3.82246833333333,3.83644833333333,3.63840833333333,4.09330833333333,3.60413333333333,4.12528833333333,3.61219333333333,3.61414833333333,3.78024833333333,3.80304833333333,3.81326333333333,3.84335333333333,3.64744833333333,3.84043833333333,3.62081333333333,3.71053333333333,3.83524333333333,3.86233833333333,3.96856333333333,3.69215333333333,3.56398333333333,3.70118833333333,3.78853333333333,3.85381833333333,3.62670833333333
Joelinton,1.91434666666667,1.84664166666667,1.89997666666667,1.93548666666667,1.90464166666667,1.97218666666667,1.89070666666667,1.99956666666667,1.88501666666667,1.87000666666667,2.02726666666667,1.85794166666667,2.06574666666667,1.75790166666667,1.76278666666667,1.81949166666667,1.91200166666667,2.04604666666667,2.09946666666667,1.78636166666667,1.95537166666667,1.82588166666667,1.87128666666667,1.96122166666667,2.03269166666667,1.96772166666667,1.94162666666667,1.86501666666667,1.87225666666667,1.88673166666667,1.89746666666667,1.90279166666667
Pope,4.780245,4.6384,4.936185,4.94305,4.707855,4.794125,4.910555,4.8939,4.99451,4.78956,4.96631,4.916435,5.026465,4.768535,4.74269,4.733015,4.793935,4.945425,4.873915,4.75225,4.74721,4.73563,4.82467,4.9334,4.8825,4.91064,4.79365,4.773805,4.79158,4.89785,4.7979,4.809605
Schär,5.54483833333333,4.91579833333333,5.30418333333333,5.28789833333333,5.16444833333333,5.30289333333333,4.98276333333333,5.09170833333333,5.09276833333333,4.88419333333333,5.33565833333333,4.93110333333333,5.57395333333333,4.52020833333333,4.67498833333333,4.92742833333333,5.46664833333333,5.29263333333333,5.51935833333333,4.79715833333333,5.41391833333333,4.81025333333333,5.26440833333333,5.41814833333333,5.49288333333333,5.38985333333333,5.00210833333333,4.87670333333333,5.43696333333333,5.54066333333333,4.97684833333333,5.06606833333333
Trippier,8.88906333333333,8.13514333333333,8.60436333333333,8.58475333333333,8.43610333333333,8.60280833333333,8.21733333333333,8.34851833333333,8.34979333333333,8.09863833333333,8.64226333333333,8.15512833333333,8.92920333333333,7.66035333333333,7.84673333333333,8.15069833333333,8.79999333333333,8.59045333333333,8.86346833333333,7.99384333333333,8.73649833333333,8.00960333333333,8.55646833333333,8.74159333333333,8.83158333333333,8.70751833333333,8.24062333333333,8.08962333333333,8.76424833333333,8.88912333333333,8.21020833333333,8.31764333333333
Wilson,3.76795833333333,3.71722833333333,3.75383333333333,3.69493833333333,3.65197333333333,3.79415333333333,3.67819833333333,3.83981833333333,3.85573333333333,3.63032333333333,4.14809333333333,3.59131333333333,4.18448833333333,3.60048333333333,3.60270833333333,3.79176833333333,3.81771333333333,3.82934333333333,3.86359333333333,3.64060833333333,3.86027833333333,3.61029833333333,3.71241833333333,3.85436333333333,3.88519833333333,4.00610833333333,3.69149833333333,3.54561333333333,3.70178333333333,3.80119833333333,3.87550333333333,3.61700833333333
Awoniyi,2.93866333333333,2.96066333333333,3.03988833333333,2.87586333333333,3.04435833333333,2.97071333333333,3.08352333333333,3.09084833333333,3.18214333333333,2.94718333333333,2.94458833333333,3.07453333333333,2.85075833333333,3.05658333333333,2.88833833333333,2.91474333333333,3.02209833333333,3.08225333333333,3.06756333333333,3.02029833333333,3.08217333333333,2.93611333333333,2.86893833333333,2.99165333333333,3.28935333333333,2.89839333333333,3.07202833333333,3.06859333333333,2.87754333333333,3.08759333333333,2.93454333333333,3.02741833333333
Gibbs-White,2.75441166666667,2.62778666666667,2.69030166666667,2.51485666666667,2.68159166666667,2.63238666666667,2.67375166666667,2.82771166666667,2.75374166666667,2.71704166666667,2.72403166666667,2.90373666666667,2.57228166666667,2.79000166666667,2.67981666666667,2.68192166666667,2.75882666666667,2.75168166666667,2.74634166666667,2.58497666666667,2.66715166666667,2.65759166666667,2.62875166666667,2.67661166666667,2.82153666666667,2.64248666666667,2.73968166666667,2.65958166666667,2.52042166666667,2.72627166666667,2.66605666666667,2.66153166666667
Osula,0.55779,0.62808,0.58768,0.53928,0.59265,0.54892,0.593455,0.578295,0.595915,0.547525,0.531915,0.576005,0.58231,0.51502,0.591215,0.556725,0.58375,0.527305,0.59635,0.55248,0.54204,0.576585,0.5162,0.662575,0.52953,0.548415,0.533545,0.579115,0.521455,0.67142,0.591545,0.551645
Maddison,4.395055,4.30803,4.582465,4.33777,4.36823,4.43848,4.389635,4.088605,4.478855,4.486215,4.611925,4.590975,4.356565,4.69573,4.327925,4.53252,4.35931,4.378835,4.46968,4.26654,4.38277,4.256515,4.48905,4.401635,4.32184,4.64283,4.23902,4.16756,4.39009,4.159895,4.46538,4.4512
Pedro Porro,3.03885666666667,3.09194166666667,3.43582166666667,3.37551666666667,3.13711666666667,3.39539666666667,3.31725666666667,2.76938166666667,3.50565166666667,3.35423166666667,3.39940166666667,3.56890666666667,3.06697166666667,3.59132166666667,3.04733666666667,3.38530666666667,3.23022666666667,3.13210666666667,3.50206666666667,2.99109166666667,3.40918166666667,3.09027166666667,3.48169666666667,3.54670166666667,3.08896666666667,3.63753166666667,2.94983166666667,2.87659666666667,3.29090166666667,2.74558166666667,3.63526666666667,3.14630666666667
Sarr,1.84729833333333,1.82292833333333,1.91390333333333,1.82548333333333,1.83648833333333,1.86187333333333,1.84422333333333,1.73544833333333,1.87646333333333,1.87912333333333,1.92454833333333,1.91697833333333,1.83227333333333,1.95483333333333,1.82192833333333,1.89585833333333,1.83326333333333,1.84032333333333,1.87314833333333,1.79974333333333,1.84174333333333,1.79612333333333,1.88014833333333,1.84856333333333,1.81972833333333,1.93571333333333,1.78979833333333,1.76397833333333,1.84438833333333,1.76120833333333,1.87159333333333,1.86647333333333
Son,6.39473333333333,6.30176833333333,6.51923833333333,6.28144333333333,6.31104833333333,6.37931333333333,6.33184833333333,6.03930833333333,6.41854833333333,6.42570333333333,6.54786833333333,6.52750833333333,6.29971333333333,6.62930833333333,6.27187833333333,6.47070333333333,6.30237333333333,6.32135333333333,6.40963333333333,6.21222333333333,6.32517833333333,6.20248333333333,6.42845833333333,6.34350833333333,6.26596333333333,6.57789833333333,6.18547833333333,6.11603333333333,6.33228833333333,6.10858833333333,6.40545833333333,6.39167833333333
Antonio,3.033475,3.147735,3.09892,3.162845,2.979345,3.367625,3.10537,3.072965,2.988455,3.24557,3.14579,3.131795,2.995495,3.15621,3.159895,3.14806,2.930495,3.00327,3.124625,3.01871,3.14268,3.10768,3.12072,2.94529,3.030315,3.03267,3.34272,3.044625,3.154985,2.974755,3.11667,2.92717
Areola,3.580235,3.548995,3.530225,3.657865,3.59562,3.780795,3.670975,3.70371,3.57851,3.681895,3.54235,3.6676,3.54665,3.585625,3.64066,3.65054,3.565055,3.508745,3.7116,3.531095,3.753505,3.570555,3.58833,3.547755,3.582,3.70957,3.72943,3.60849,3.473085,3.53246,3.582245,3.349015
Bowen,5.39236,5.480405,5.27132,5.57843,5.39131,5.62604,5.368175,5.38725,5.34408,5.48484,5.467055,5.530715,5.223595,5.38364,5.450085,5.674615,5.336895,5.39397,5.597665,5.524755,5.365705,5.463105,5.393555,5.255255,5.44725,5.438405,5.570615,5.34593,5.375285,5.280525,5.404575,5.117145
L.Paquetá,2.93038666666667,3.02782166666667,2.88758666666667,3.10351166666667,2.97194666666667,3.13698666666667,2.95568166666667,2.96909666666667,2.93874166666667,3.03770666666667,3.02520166666667,3.06996166666667,2.85403166666667,2.96655666666667,3.01327166666667,3.17113666666667,2.93368666666667,2.97382166666667,3.11703166666667,3.06577166666667,2.95394666666667,3.02242666666667,2.97352666666667,2.87629166666667,3.01127666666667,3.00506166666667,3.09801666666667,2.94004166666667,2.96068166666667,2.89405666666667,2.98127666666667,2.77918666666667
Neto,4.68665,4.81619,4.87194,4.86488,4.83974,4.83752,4.866915,4.662645,4.84992,4.97732,4.74686,4.78017,4.79378,4.94009,4.771795,4.902785,4.70716,4.898125,4.756855,4.75939,4.6874,4.93398,5.0153,4.69996,4.775695,4.85959,4.95513,4.795865,4.804155,4.57941,4.79061,4.63059
José Sá,3.239145,3.29566,3.28894,3.25106,3.354995,3.288485,3.401745,3.2484,3.275505,3.51388,3.13818,3.401665,3.303925,3.3745,3.37472,3.385535,3.23231,3.230765,3.284525,3.28648,3.249655,3.455645,3.36619,3.229775,3.38936,3.42378,3.435425,3.20542,3.28876,3.024315,3.42648,3.26417
Cunha,2.91589,3.066175,3.03982,3.09392,3.098725,2.9701,3.18377,2.93554,3.046895,3.30492,2.9936,2.961065,2.91951,3.101655,2.962475,3.070835,2.91495,2.958585,2.928555,2.977085,2.885705,3.280195,3.08698,3.0382,3.0446,3.08071,3.063715,2.943255,3.05582,2.86772,3.012435,2.908285
Diaby,4.66077666666667,4.70621166666667,4.74605166666667,4.69047666666667,4.84181666666667,4.82061666666667,4.64306666666667,4.75843166666667,4.52201666666667,4.68216666666667,4.68008166666667,4.64560666666667,4.63743166666667,4.73635666666667,4.66001666666667,4.75134666666667,4.72614666666667,4.78934166666667,4.75338666666667,4.86405666666667,4.62944666666667,4.72392666666667,4.63305166666667,4.73944666666667,4.46519666666667,4.78467166666667,4.54863166666667,4.90213166666667,4.66643666666667,4.65804166666667,4.66752666666667,4.64451166666667
Disasi,4.20428166666667,4.35805666666667,3.96575166666667,4.08016166666667,3.67825166666667,3.46364666666667,3.55240166666667,3.77330666666667,3.67057166666667,3.89222166666667,4.24530666666667,4.09239166666667,4.10909666666667,3.72637666666667,4.14138666666667,3.30486166666667,4.22166666666667,4.06829666666667,3.33371166666667,3.79921666666667,3.86483166666667,4.04250166666667,3.58897166666667,4.38309666666667,3.89113666666667,3.79051166666667,4.30267166666667,3.69436666666667,3.72260666666667,4.22601166666667,4.09724666666667,4.32983666666667
Højlund,2.403745,2.358305,2.49889,2.317725,2.58044,2.45775,2.482505,2.294625,2.36689,2.487625,2.316275,2.398085,2.461605,2.46532,2.37555,2.37779,2.481615,2.44085,2.310305,2.672905,2.277375,2.501695,2.382245,2.32704,2.32267,2.494215,2.442405,2.494285,2.44919,2.38917,2.34981,2.36824
Ward-Prowse,4.36937666666667,4.46600666666667,4.26815166666667,4.54198666666667,4.37513666666667,4.58443666666667,4.35451166666667,4.37152166666667,4.33302666666667,4.45853166666667,4.44267666666667,4.49943666666667,4.22559666666667,4.36829666666667,4.42754666666667,4.62775166666667,4.32661666666667,4.37751166666667,4.55913666666667,4.49412666666667,4.35231166666667,4.43915666666667,4.37714166666667,4.25382666666667,4.42501666666667,4.41713166666667,4.53501666666667,4.33467166666667,4.36085166666667,4.27635666666667,4.38696666666667,4.13067666666667
