Name,5_with_prob,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
Eze,3.96235333333333,4.18359333333333,3.96843333333333,4.21065833333333,3.86151333333333,4.03215833333333,3.96187833333333,4.14875333333333,3.92501833333333,3.92910333333333,4.23424833333333,3.96819833333333,3.73875833333333,3.97562333333333,3.88397333333333,4.10104833333333,3.83337333333333,3.94334333333333,3.95744833333333,3.96696833333333,3.95968333333333,4.04625333333333,3.94046333333333,3.99422833333333,4.06325833333333,4.16584833333333,4.07128833333333,3.80319333333333,3.79693833333333,4.05724833333333,4.06556833333333,4.10634333333333,4.02429833333333,3.98443333333333
Guéhi,1.867545,2.25435,1.908725,2.525515,1.85467,2.058075,2.513385,2.47299,1.99805,1.993635,2.495375,1.95322,1.67444,2.03672,1.895875,2.28961,1.88481,2.425715,1.971665,2.041725,2.134725,2.53927,1.95839,2.45081,2.258575,2.30369,2.31237,1.781525,1.65067,2.40981,2.385885,2.13383,2.29969,2.22165
Lerma,2.16018666666667,2.33067666666667,2.22206166666667,2.37295166666667,2.18713166666667,2.28531666666667,2.24487666666667,2.35240166666667,2.22367166666667,2.22602166666667,2.40159166666667,2.24851666666667,2.11650166666667,2.25278666666667,2.20005666666667,2.32495166666667,2.17094166666667,2.23421666666667,2.24233166666667,2.24780666666667,2.24361666666667,2.29342666666667,2.23255666666667,2.26349166666667,2.30320666666667,2.36223666666667,2.30782666666667,2.15357666666667,2.14997666666667,2.29975166666667,2.30454166666667,2.32800166666667,2.28079166666667,2.25785666666667
Schlupp,2.38061,2.547955,2.45033,2.599345,2.418275,2.51235,2.473605,2.57663,2.453285,2.45554,2.62376,2.47709,2.3506,2.481185,2.430655,2.55033,2.40276,2.46339,2.471165,2.47641,2.472395,2.52012,2.4618,2.49144,2.529495,2.586055,2.53392,2.386125,2.382675,2.52618,2.53077,2.55325,2.508015,2.48604
A.Doucoure,4.12604,4.0802,4.059485,4.24225,3.78688,3.91051,3.95402,3.92267,4.076295,4.13196,4.035995,3.945925,3.941165,3.921135,3.792735,3.999555,3.962265,4.03816,4.006905,3.73246,3.957025,3.93702,4.030375,3.91516,3.94708,4.043505,3.847285,4.02009,3.868295,4.15555,4.071345,3.906685,3.92383,3.820965
Onana,2.362775,2.37649,2.404555,2.544375,2.322355,2.392125,2.416685,2.39899,2.485695,2.517105,2.462945,2.412115,2.40943,2.39812,2.325655,2.44238,2.421335,2.46417,2.44653,2.29164,2.41838,2.40709,2.459775,2.39475,2.412765,2.467185,2.356445,2.45397,2.3683,2.53042,2.482895,2.38997,2.399645,2.34159
Pickford,2.627835,2.715445,2.701955,2.77082,2.680085,2.56803,2.705365,2.72842,2.788025,2.832395,2.668425,2.80237,2.79143,2.69819,2.65783,2.83035,2.70809,2.80244,2.70171,2.466765,2.82444,2.778405,2.82204,2.68462,2.591875,2.702115,2.667175,2.690165,2.65175,2.90217,2.650375,2.80743,2.699925,2.66606
Leno,3.57669833333333,3.60455833333333,3.68240833333333,3.57456333333333,3.57273333333333,3.65717833333333,3.66730833333333,3.52147333333333,3.53434333333333,3.55367333333333,3.78746833333333,3.70311333333333,3.54008333333333,3.56428833333333,3.57686833333333,3.49867333333333,3.52384833333333,3.65697333333333,3.67088833333333,3.64919833333333,3.58315833333333,3.55845333333333,3.58028833333333,3.71185833333333,3.57643833333333,3.63870833333333,3.71401833333333,3.54140333333333,3.43571333333333,3.46081833333333,3.70563833333333,3.59089833333333,3.53024833333333,3.68773833333333
Lukić,0.819321666666667,0.932666666666667,0.973491666666667,0.970726666666667,0.985281666666667,0.989331666666667,1.02484166666667,0.969861666666667,1.01134666666667,0.951056666666667,1.04504666666667,1.01313166666667,0.966456666666667,1.01051166666667,1.01648166666667,0.995856666666667,0.971811666666667,1.03495666666667,0.990391666666667,1.05534166666667,0.995771666666667,0.983761666666667,0.993666666666667,1.00527666666667,1.00715166666667,1.00775166666667,1.03903166666667,1.01456666666667,0.982576666666667,0.991896666666667,0.994431666666667,0.995291666666667,0.952546666666667,0.981601666666667
Alexander-Arnold,3.73118666666667,4.37663666666667,3.89270166666667,3.96814666666667,4.70436166666667,4.80723166666667,3.99154166666667,4.42913666666667,3.50585666666667,4.50486666666667,4.07087166666667,4.41446166666667,4.19533166666667,4.28762666666667,4.76499166666667,4.38255666666667,4.46329166666667,4.05709666666667,3.82158666666667,4.80383666666667,4.16279666666667,4.67107666666667,4.45027166666667,3.66657166666667,4.19667666666667,4.04958666666667,4.63340666666667,3.92251666666667,4.46492666666667,4.57363166666667,3.98492166666667,4.08163666666667,3.98687666666667,4.60416666666667
A.Becker,4.46648,4.45686,4.31348,4.406345,4.40612,4.54963,4.43995,4.25813,4.045565,4.48967,4.38604,4.34848,4.417485,4.232035,4.421425,4.279025,4.31803,4.43409,4.27629,4.304195,4.33346,4.31784,4.46885,4.26676,4.517775,4.32179,4.315495,4.297775,4.45964,4.434175,4.1628,4.31756,4.257115,4.271265
Darwin,4.93418333333333,5.07231333333333,4.88737333333333,4.90751833333333,5.05049833333333,5.29236333333333,4.81299833333333,4.88025833333333,4.77213833333333,5.26294833333333,5.04701333333333,4.91086333333333,5.01382333333333,4.86201833333333,4.98260833333333,5.04129833333333,4.97691833333333,4.88321333333333,4.85283333333333,4.98533833333333,4.83376333333333,4.99595833333333,5.00535833333333,4.82220333333333,5.02668333333333,5.04265833333333,4.90226833333333,4.77606333333333,4.94433833333333,5.14820833333333,4.92192333333333,4.89395833333333,4.97499333333333,5.03035333333333
Diogo J.,2.517755,2.584495,2.525875,2.58072,2.746125,2.777655,2.579425,2.71058,2.440645,2.74095,2.66113,2.592155,2.714525,2.62397,2.606885,2.68242,2.688405,2.61068,2.51114,2.669755,2.622205,2.63099,2.75886,2.488655,2.60525,2.61713,2.59308,2.58617,2.61952,2.684145,2.58247,2.65925,2.542745,2.672365
Gakpo,2.69838333333333,2.85067833333333,2.73288833333333,2.79123333333333,2.94365333333333,3.14584833333333,2.74510833333333,2.80133833333333,2.71095333333333,3.12125833333333,2.94074333333333,2.82692333333333,2.91299833333333,2.78609333333333,2.88690333333333,2.93596333333333,2.88214333333333,2.80380833333333,2.77841333333333,2.88918333333333,2.76246833333333,2.89806333333333,2.90591833333333,2.75280833333333,2.92374833333333,2.93710333333333,2.81973833333333,2.71423333333333,2.85490833333333,3.02533833333333,2.83616833333333,2.81279333333333,2.88053333333333,2.92681833333333
Luis Díaz,2.67677833333333,2.74539833333333,2.68885333333333,2.74777333333333,2.94204333333333,2.98094833333333,2.73634833333333,2.89818333333333,2.56510833333333,2.93565833333333,2.83716833333333,2.75205833333333,2.90305333333333,2.79131833333333,2.77023833333333,2.86344333333333,2.87082333333333,2.77491833333333,2.65209833333333,2.84780833333333,2.78914333333333,2.79997833333333,2.95776333333333,2.62434833333333,2.76822333333333,2.78287333333333,2.75319833333333,2.74467333333333,2.78582833333333,2.86556833333333,2.74010833333333,2.83485333333333,2.69109333333333,2.85103333333333
Mac Allister,2.77715333333333,2.89596333333333,2.84211833333333,2.89835333333333,3.11634333333333,3.16028333333333,2.88402833333333,3.06680833333333,2.69062333333333,3.10913333333333,2.99789833333333,2.90177333333333,3.07230833333333,2.94610833333333,2.92230333333333,3.02756833333333,3.03590833333333,2.92758833333333,2.78887333333333,3.00991333333333,2.94365333333333,2.95589333333333,3.13409833333333,2.75753333333333,2.92002333333333,2.93657333333333,2.90305833333333,2.89343333333333,2.93990833333333,3.02996833333333,2.88827333333333,2.99527833333333,2.83291333333333,3.01355833333333
Robertson,4.97242166666667,5.13909166666667,4.65348666666667,4.68971166666667,5.27337666666667,5.35178666666667,4.73005166666667,5.06359666666667,4.35984666666667,5.12131666666667,4.79051666666667,5.05240666666667,4.88538166666667,4.95573166666667,5.31959166666667,5.02809166666667,5.08963166666667,4.78001666666667,4.60050666666667,5.34920166666667,4.86058166666667,5.24800666666667,5.07970666666667,4.48235166666667,4.88640666666667,4.77429166666667,5.21929666666667,4.67743666666667,5.09087666666667,5.17373166666667,4.72500666666667,4.79872166666667,4.72649666666667,5.19700666666667
Salah,6.97295333333333,7.06036833333333,6.88992833333333,6.92985833333333,7.23533833333333,7.30443333333333,6.87001833333333,7.15744333333333,6.56588833333333,7.22399333333333,7.04907333333333,6.89791833333333,7.16608833333333,6.96763833333333,6.93020333333333,7.09573833333333,7.10884833333333,6.93851333333333,6.72037833333333,7.06797333333333,6.96377833333333,6.98302833333333,7.26325333333333,6.67109833333333,6.92661833333333,6.95264333333333,6.89993833333333,6.88480333333333,6.95788833333333,7.09951333333333,6.87668833333333,7.04495833333333,6.78963833333333,7.07369833333333
Szoboszlai,4.11795833333333,4.18072833333333,4.11899333333333,4.14764333333333,4.29823833333333,4.33031833333333,4.12864333333333,4.26207833333333,3.98745833333333,4.29297333333333,4.21176833333333,4.14159833333333,4.26609333333333,4.17396333333333,4.15658333333333,4.23343333333333,4.23951833333333,4.16044333333333,4.05917833333333,4.22054333333333,4.17216833333333,4.18110833333333,4.31119833333333,4.03629833333333,4.15492333333333,4.16700333333333,4.14253833333333,4.13550833333333,4.16943833333333,4.23518333333333,4.13174333333333,4.20985833333333,4.09132833333333,4.22320333333333
