Name,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
J.Alvarez,5.995005,5.610905,5.54717,5.71491,5.46736,5.705975,5.515905,5.713565,5.576835,5.652075,5.501655,5.62361,4,5.700075,5.58455,5.48359,5.661685,5.52094,5.72219,5.566855,5.65387,5.688135,5.50854,5.568415,5.547175,5.67599,5.59253,5.67155,5.53093,5.680275,5.703485,5.81292,5.69905
De Bruyne,0,0,0,0,0,0,0,0,0,0,0.02421,1.22435,0,1.454935,1.522905,1.504545,1.65456,1.60274,1.737795,1.59018,1.67489,1.70336,1.45211,1.58245,1.604665,1.604365,1.56999,1.612315,1.568655,1.75168,1.65741,1.670245,1.66349
Rúben,3.27458166666667,3.07491666666667,2.73315666666667,2.88005166666667,2.80610666666667,3.28064166666667,2.75703666666667,2.80712166666667,2.89870166666667,2.84356166666667,2.84627666666667,3.12175166666667,1.66666666666667,2.96564666666667,3.21979666666667,2.72105166666667,3.31897666666667,2.94593166666667,3.26109166666667,2.88442166666667,3.12080166666667,2.96486666666667,2.54287166666667,2.82323166666667,3.01857666666667,3.04156666666667,3.09238666666667,3.24172166666667,2.81163666666667,3.11322666666667,3.20278166666667,3.18501166666667,3.20590666666667
Foden,4.986675,4.844655,4.7146,4.85699,4.8206,5.08349,4.776725,4.85049,4.906505,4.76956,4.81267,4.8598,3,4.84303,4.82872,4.75705,4.918845,4.86296,5.008615,4.84941,4.94077,4.971475,4.700495,4.84107,4.86503,4.864705,4.827635,4.873285,4.826195,5.02359,4.92192,4.935765,4.928475
Grealish,1.04988,1.08576,1.031595,1.10754,1.085355,1.24562,1.05861,1.103575,1.137725,1.05424,1.08052,1.109255,0,1.09903,1.090305,1.046615,1.14525,1.11118,1.199975,1.10292,1.158615,1.177335,1.01214,1.097835,1.112445,1.112245,1.089645,1.117475,1.08877,1.209105,1.147125,1.155565,1.15112
Haaland,8.93207333333333,8.15003333333333,8.02569833333333,8.36737833333333,7.85847333333333,8.34900833333333,7.95826333333333,8.36461333333333,8.08352833333333,8.23820833333333,7.92897333333333,8.17968833333333,5.33333333333333,8.33687833333333,8.09938833333333,7.89183833333333,8.25795833333333,7.96861333333333,8.38233833333333,8.06301333333333,8.24188833333333,8.31233333333333,7.94312333333333,8.06621333333333,8.02255833333333,8.28736333333333,8.11579333333333,8.27823333333333,7.98915833333333,8.29616833333333,8.34388833333333,8.56885833333333,8.33476833333333
Rodrigo,1.959955,1.856915,1.722435,1.85657,1.82244,2.068995,1.78129,1.85047,1.903005,1.77457,1.815005,1.859205,0,1.843475,1.830055,1.76284,1.91458,1.862165,1.998775,1.84946,1.935145,1.96394,1.7098,1.84164,1.86411,1.863805,1.82904,1.87185,1.82769,2.012815,1.917465,1.930445,1.92361
Stones,0.80718,0.779685,0.599585,0.68056,0.63543,0.925025,0.605485,0.63605,0.69194,0.658285,0.659945,0.82806,0,0.732795,0.887895,0.583525,0.94842,0.720765,0.913095,0.683225,0.82748,0.732315,0.474785,0.645885,0.765095,0.779125,0.81014,0.901275,0.638805,0.822855,0.87751,0.866665,0.879415
Walker,4.493105,4.250955,3.833685,4.00917,3.920595,4.488985,3.861825,3.92181,4.031505,3.965455,3.96871,4.298675,2.5,4.11169,4.41611,3.818715,4.534905,4.088075,4.465565,4.0144,4.297535,4.110755,3.6053,3.94111,4.17509,4.202625,4.263495,4.442365,3.92722,4.28846,4.39573,4.374445,4.39947
Antony,2.17382833333333,2.21158833333333,2.33118333333333,2.28893333333333,2.09209333333333,2.31519833333333,2.25453833333333,2.22516333333333,2.14168333333333,2.23135333333333,2.45863333333333,2.08677333333333,2.19916333333333,2.24620833333333,2.40047333333333,2.28678833333333,2.28010833333333,2.30812333333333,2.15382833333333,2.19568333333333,2.38002833333333,2.03730333333333,2.38593333333333,2.21126833333333,2.24451333333333,2.16078333333333,2.23240333333333,2.32006333333333,2.31323333333333,2.29877333333333,2.21021333333333,2.24652333333333,2.22326333333333
B.Fernandes,5.12424166666667,5.10248666666667,5.27246166666667,5.19612166666667,4.84004666666667,5.24363666666667,5.13389666666667,5.08076166666667,4.92975166666667,5.09196166666667,5.50309666666667,4.83042166666667,5.03372166666667,5.11883166666667,5.39788666666667,5.19224166666667,5.18015166666667,5.23083166666667,4.95171666666667,5.02743666666667,5.36090166666667,4.74092666666667,5.37159166666667,5.05562666666667,5.11576166666667,4.96430166666667,5.09385666666667,5.25242666666667,5.24007666666667,5.21392166666667,5.05372166666667,5.11940166666667,5.07732166666667
Casemiro,2.93905166666667,2.92672166666667,2.99851666666667,2.95942666666667,2.77746166666667,2.98371166666667,2.92763166666667,2.90047666666667,2.82330166666667,2.90620166666667,3.11630666666667,2.77254166666667,2.87643666666667,2.91993166666667,3.06254166666667,2.95744666666667,2.95126666666667,2.97716666666667,2.83452666666667,2.87322166666667,3.04364166666667,2.72680666666667,3.04910166666667,2.88763166666667,2.91836166666667,2.84096166666667,2.90716666666667,2.98820666666667,2.98189166666667,2.96852666666667,2.88665666666667,2.92022166666667,2.89871666666667
Rashford,4.347975,4.37754,4.51994,4.439105,4.17491,4.47436,4.39294,4.353515,4.24147,4.361825,4.66687,4.16777,4.318615,4.38176,4.58881,4.43623,4.427255,4.46486,4.257765,4.31395,4.56137,4.10137,4.5693,4.334865,4.379485,4.267105,4.36323,4.480885,4.47172,4.452315,4.33345,4.382185,4.35096
Anderson,2.21763666666667,2.28887166666667,2.30872166666667,2.32369666666667,2.33075166666667,2.32462666666667,2.33804666666667,2.32185666666667,2.34348666666667,2.32072666666667,2.31774166666667,2.34899166666667,2.31534666666667,2.35663666666667,2.29546666666667,2.29644166666667,2.30770666666667,2.32608666666667,2.35272166666667,2.36333666666667,2.30112166666667,2.33470666666667,2.30897666666667,2.31799666666667,2.33586666666667,2.35006666666667,2.33715666666667,2.33197166666667,2.31675166666667,2.31819166666667,2.32106666666667,2.32320166666667,2.32425666666667
Burn,4.492125,5.02664,4.473645,4.818735,4.80431,4.69496,4.81759,4.534025,4.63053,4.631465,4.44671,4.846615,4.488265,5.057695,4.1243,4.2614,4.48501,4.962645,4.8085,5.009335,4.36962,4.915935,4.381215,4.783505,4.919685,4.98588,4.89462,4.55116,4.44008,4.93635,5.02821,4.528785,4.607815
Isak,3.19449166666667,3.13690166666667,3.06623666666667,3.08025666666667,3.02851166666667,2.99076666666667,3.11568166666667,3.01380666666667,3.15580166666667,3.16978166666667,2.97174166666667,3.42664166666667,2.93746666666667,3.45862166666667,2.94552666666667,2.94748166666667,3.11358166666667,3.13638166666667,3.14659666666667,3.17668666666667,2.98078166666667,3.17377166666667,2.95414666666667,3.04386666666667,3.16857666666667,3.19567166666667,3.30189666666667,3.02548666666667,2.89731666666667,3.03452166666667,3.12186666666667,3.18715166666667,2.96004166666667
Joelinton,1.86650166666667,1.91434666666667,1.84664166666667,1.89997666666667,1.93548666666667,1.90464166666667,1.97218666666667,1.89070666666667,1.99956666666667,1.88501666666667,1.87000666666667,2.02726666666667,1.85794166666667,2.06574666666667,1.75790166666667,1.76278666666667,1.81949166666667,1.91200166666667,2.04604666666667,2.09946666666667,1.78636166666667,1.95537166666667,1.82588166666667,1.87128666666667,1.96122166666667,2.03269166666667,1.96772166666667,1.94162666666667,1.86501666666667,1.87225666666667,1.88673166666667,1.89746666666667,1.90279166666667
Pope,4.19568333333333,4.11357833333333,3.97173333333333,4.26951833333333,4.27638333333333,4.04118833333333,4.12745833333333,4.24388833333333,4.22723333333333,4.32784333333333,4.12289333333333,4.29964333333333,4.24976833333333,4.35979833333333,4.10186833333333,4.07602333333333,4.06634833333333,4.12726833333333,4.27875833333333,4.20724833333333,4.08558333333333,4.08054333333333,4.06896333333333,4.15800333333333,4.26673333333333,4.21583333333333,4.24397333333333,4.12698333333333,4.10713833333333,4.12491333333333,4.23118333333333,4.13123333333333,4.14293833333333
Schär,3.77917666666667,4.37817166666667,3.74913166666667,4.13751666666667,4.12123166666667,3.99778166666667,4.13622666666667,3.81609666666667,3.92504166666667,3.92610166666667,3.71752666666667,4.16899166666667,3.76443666666667,4.40728666666667,3.35354166666667,3.50832166666667,3.76076166666667,4.29998166666667,4.12596666666667,4.35269166666667,3.63049166666667,4.24725166666667,3.64358666666667,4.09774166666667,4.25148166666667,4.32621666666667,4.22318666666667,3.83544166666667,3.71003666666667,4.27029666666667,4.37399666666667,3.81018166666667,3.89940166666667
Trippier,6.33142,7.05573,6.30181,6.77103,6.75142,6.60277,6.769475,6.384,6.515185,6.51646,6.265305,6.80893,6.321795,7.09587,5.82702,6.0134,6.317365,6.96666,6.75712,7.030135,6.16051,6.903165,6.17627,6.723135,6.90826,6.99825,6.874185,6.40729,6.25629,6.930915,7.05579,6.376875,6.48431
Wilson,4.79924833333333,4.76795833333333,4.71722833333333,4.75383333333333,4.69493833333333,4.65197333333333,4.79415333333333,4.67819833333333,4.83981833333333,4.85573333333333,4.63032333333333,5.14809333333333,4.59131333333333,5.18448833333333,4.60048333333333,4.60270833333333,4.79176833333333,4.81771333333333,4.82934333333333,4.86359333333333,4.64060833333333,4.86027833333333,4.61029833333333,4.71241833333333,4.85436333333333,4.88519833333333,5.00610833333333,4.69149833333333,4.54561333333333,4.70178333333333,4.80119833333333,4.87550333333333,4.61700833333333
Awoniyi,3.34275333333333,3.43866333333333,3.46066333333333,3.53988833333333,3.37586333333333,3.54435833333333,3.47071333333333,3.58352333333333,3.59084833333333,3.68214333333333,3.44718333333333,3.44458833333333,3.57453333333333,3.35075833333333,3.55658333333333,3.38833833333333,3.41474333333333,3.52209833333333,3.58225333333333,3.56756333333333,3.52029833333333,3.58217333333333,3.43611333333333,3.36893833333333,3.49165333333333,3.78935333333333,3.39839333333333,3.57202833333333,3.56859333333333,3.37754333333333,3.58759333333333,3.43454333333333,3.52741833333333
Gibbs-White,2.745015,3.087745,2.96112,3.023635,2.84819,3.014925,2.96572,3.007085,3.161045,3.087075,3.050375,3.057365,3.23707,2.905615,3.123335,3.01315,3.015255,3.09216,3.085015,3.079675,2.91831,3.000485,2.990925,2.962085,3.009945,3.15487,2.97582,3.073015,2.992915,2.853755,3.059605,2.99939,2.994865
Osula,0.589585,0.55779,0.62808,0.58768,0.53928,0.59265,0.54892,0.593455,0.578295,0.595915,0.547525,0.531915,0.576005,0.58231,0.51502,0.591215,0.556725,0.58375,0.527305,0.59635,0.55248,0.54204,0.576585,0.5162,0.662575,0.52953,0.548415,0.533545,0.579115,0.521455,0.67142,0.591545,0.551645
Maddison,5.08038333333333,5.22838833333333,5.14136333333333,5.41579833333333,5.17110333333333,5.20156333333333,5.27181333333333,5.22296833333333,4.92193833333333,5.31218833333333,5.31954833333333,5.44525833333333,5.42430833333333,5.18989833333333,5.52906333333333,5.16125833333333,5.36585333333333,5.19264333333333,5.21216833333333,5.30301333333333,5.09987333333333,5.21610333333333,5.08984833333333,5.32238333333333,5.23496833333333,5.15517333333333,5.47616333333333,5.07235333333333,5.00089333333333,5.22342333333333,4.99322833333333,5.29871333333333,5.28453333333333
Pedro Porro,2.45628666666667,2.53885666666667,2.59194166666667,2.93582166666667,2.87551666666667,2.63711666666667,2.89539666666667,2.81725666666667,2.26938166666667,3.00565166666667,2.85423166666667,2.89940166666667,3.06890666666667,2.56697166666667,3.09132166666667,2.54733666666667,2.88530666666667,2.73022666666667,2.63210666666667,3.00206666666667,2.49109166666667,2.90918166666667,2.59027166666667,2.98169666666667,3.04670166666667,2.58896666666667,3.13753166666667,2.44983166666667,2.37659666666667,2.79090166666667,2.24558166666667,3.13526666666667,2.64630666666667
Sarr,1.65558666666667,1.68063166666667,1.65626166666667,1.74723666666667,1.65881666666667,1.66982166666667,1.69520666666667,1.67755666666667,1.56878166666667,1.70979666666667,1.71245666666667,1.75788166666667,1.75031166666667,1.66560666666667,1.78816666666667,1.65526166666667,1.72919166666667,1.66659666666667,1.67365666666667,1.70648166666667,1.63307666666667,1.67507666666667,1.62945666666667,1.71348166666667,1.68189666666667,1.65306166666667,1.76904666666667,1.62313166666667,1.59731166666667,1.67772166666667,1.59454166666667,1.70492666666667,1.69980666666667
Son,8.43156,8.5614,8.468435,8.685905,8.44811,8.477715,8.54598,8.498515,8.205975,8.585215,8.59237,8.714535,8.694175,8.46638,8.795975,8.438545,8.63737,8.46904,8.48802,8.5763,8.37889,8.491845,8.36915,8.595125,8.510175,8.43263,8.744565,8.352145,8.2827,8.498955,8.275255,8.572125,8.558345
Antonio,2.464285,2.533475,2.647735,2.59892,2.662845,2.479345,2.867625,2.60537,2.572965,2.488455,2.74557,2.64579,2.631795,2.495495,2.65621,2.659895,2.64806,2.430495,2.50327,2.624625,2.51871,2.64268,2.60768,2.62072,2.44529,2.530315,2.53267,2.84272,2.544625,2.654985,2.474755,2.61667,2.42717
Areola,2.89388833333333,2.91356833333333,2.88232833333333,2.86355833333333,2.99119833333333,2.92895333333333,3.11412833333333,3.00430833333333,3.03704333333333,2.91184333333333,3.01522833333333,2.87568333333333,3.00093333333333,2.87998333333333,2.91895833333333,2.97399333333333,2.98387333333333,2.89838833333333,2.84207833333333,3.04493333333333,2.86442833333333,3.08683833333333,2.90388833333333,2.92166333333333,2.88108833333333,2.91533333333333,3.04290333333333,3.06276333333333,2.94182333333333,2.80641833333333,2.86579333333333,2.91557833333333,2.68234833333333
Bowen,4.93473666666667,5.05902666666667,5.14707166666667,4.93798666666667,5.24509666666667,5.05797666666667,5.29270666666667,5.03484166666667,5.05391666666667,5.01074666666667,5.15150666666667,5.13372166666667,5.19738166666667,4.89026166666667,5.05030666666667,5.11675166666667,5.34128166666667,5.00356166666667,5.06063666666667,5.26433166666667,5.19142166666667,5.03237166666667,5.12977166666667,5.06022166666667,4.92192166666667,5.11391666666667,5.10507166666667,5.23728166666667,5.01259666666667,5.04195166666667,4.94719166666667,5.07124166666667,4.78381166666667
L.Paquetá,3.32705166666667,3.43038666666667,3.52782166666667,3.38758666666667,3.60351166666667,3.47194666666667,3.63698666666667,3.45568166666667,3.46909666666667,3.43874166666667,3.53770666666667,3.52520166666667,3.56996166666667,3.35403166666667,3.46655666666667,3.51327166666667,3.67113666666667,3.43368666666667,3.47382166666667,3.61703166666667,3.56577166666667,3.45394666666667,3.52242666666667,3.47352666666667,3.37629166666667,3.51127666666667,3.50506166666667,3.59801666666667,3.44004166666667,3.46068166666667,3.39405666666667,3.48127666666667,3.27918666666667
Neto,5.81116,5.68665,5.81619,5.87194,5.86488,5.83974,5.83752,5.866915,5.662645,5.84992,5.97732,5.74686,5.78017,5.79378,5.94009,5.771795,5.902785,5.70716,5.898125,5.756855,5.75939,5.6874,5.93398,6.0153,5.69996,5.775695,5.85959,5.95513,5.795865,5.804155,5.57941,5.79061,5.63059
José Sá,3.24068833333333,3.07247833333333,3.12899333333333,3.12227333333333,3.08439333333333,3.18832833333333,3.12181833333333,3.23507833333333,3.08173333333333,3.10883833333333,3.34721333333333,2.97151333333333,3.23499833333333,3.13725833333333,3.20783333333333,3.20805333333333,3.21886833333333,3.06564333333333,3.06409833333333,3.11785833333333,3.11981333333333,3.08298833333333,3.28897833333333,3.19952333333333,3.06310833333333,3.22269333333333,3.25711333333333,3.26875833333333,3.03875333333333,3.12209333333333,2.85764833333333,3.25981333333333,3.09750333333333
Cunha,3.08359666666667,3.08255666666667,3.23284166666667,3.20648666666667,3.26058666666667,3.26539166666667,3.13676666666667,3.35043666666667,3.10220666666667,3.21356166666667,3.47158666666667,3.16026666666667,3.12773166666667,3.08617666666667,3.26832166666667,3.12914166666667,3.23750166666667,3.08161666666667,3.12525166666667,3.09522166666667,3.14375166666667,3.05237166666667,3.44686166666667,3.25364666666667,3.20486666666667,3.21126666666667,3.24737666666667,3.23038166666667,3.10992166666667,3.22248666666667,3.03438666666667,3.17910166666667,3.07495166666667
Diaby,3.57248666666667,3.66077666666667,3.70621166666667,3.74605166666667,3.69047666666667,3.84181666666667,3.82061666666667,3.64306666666667,3.75843166666667,3.52201666666667,3.68216666666667,3.68008166666667,3.64560666666667,3.63743166666667,3.73635666666667,3.66001666666667,3.75134666666667,3.72614666666667,3.78934166666667,3.75338666666667,3.86405666666667,3.62944666666667,3.72392666666667,3.63305166666667,3.73944666666667,3.46519666666667,3.78467166666667,3.54863166666667,3.90213166666667,3.66643666666667,3.65804166666667,3.66752666666667,3.64451166666667
Disasi,3.325445,3.537615,3.69139,3.299085,3.413495,3.011585,2.79698,2.885735,3.10664,3.003905,3.225555,3.57864,3.425725,3.44243,3.05971,3.47472,2.638195,3.555,3.40163,2.667045,3.13255,3.198165,3.375835,2.922305,3.71643,3.22447,3.123845,3.636005,3.0277,3.05594,3.559345,3.43058,3.66317
Højlund,2.26171833333333,2.23707833333333,2.19163833333333,2.33222333333333,2.15105833333333,2.41377333333333,2.29108333333333,2.31583833333333,2.12795833333333,2.20022333333333,2.32095833333333,2.14960833333333,2.23141833333333,2.29493833333333,2.29865333333333,2.20888333333333,2.21112333333333,2.31494833333333,2.27418333333333,2.14363833333333,2.50623833333333,2.11070833333333,2.33502833333333,2.21557833333333,2.16037333333333,2.15600333333333,2.32754833333333,2.27573833333333,2.32761833333333,2.28252333333333,2.22250333333333,2.18314333333333,2.20157333333333
Ward-Prowse,4.73561666666667,4.86937666666667,4.96600666666667,4.76815166666667,5.04198666666667,4.87513666666667,5.08443666666667,4.85451166666667,4.87152166666667,4.83302666666667,4.95853166666667,4.94267666666667,4.99943666666667,4.72559666666667,4.86829666666667,4.92754666666667,5.12775166666667,4.82661666666667,4.87751166666667,5.05913666666667,4.99412666666667,4.85231166666667,4.93915666666667,4.87714166666667,4.75382666666667,4.92501666666667,4.91713166666667,5.03501666666667,4.83467166666667,4.86085166666667,4.77635666666667,4.88696666666667,4.63067666666667
