Name,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
Semenyo,1.16574833333333,1.15324333333333,1.23008333333333,1.23251333333333,1.21173333333333,1.11332833333333,1.23756333333333,1.24019833333333,1.21884333333333,1.17735833333333,1.11513833333333,1.21663333333333,1.22097333333333,1.33986833333333,1.14673833333333,1.23752333333333,1.18246333333333,1.35344333333333,1.28690833333333,1.12320833333333,1.13643833333333,1.21047333333333,1.17339333333333,1.17083833333333,1.24180833333333,1.19280833333333,1.13218833333333,1.22488333333333,1.20695833333333,1.23818833333333,1.15057333333333,1.16323333333333,1.13926833333333
Solanke,4.37876,4.367715,4.554565,4.557305,4.508385,4.27668,4.5692,4.57541,4.525125,4.42745,4.28095,4.51993,4.53014,4.810085,4.35535,4.569105,4.439465,4.84205,4.685385,4.299945,4.331095,4.50542,4.41811,4.4121,4.579195,4.463825,4.321085,4.53934,4.49714,4.57068,4.364385,4.394185,4.337765
Mbeumo,5.19854333333333,5.18927833333333,4.84104833333333,5.01530833333333,4.75433333333333,5.03298833333333,4.61436833333333,4.91648833333333,4.93164333333333,4.87249333333333,4.99669333333333,4.91589333333333,1.83333333333333,5.02094833333333,4.84781833333333,5.24819833333333,4.84517833333333,4.62442833333333,4.97999833333333,4.88978333333333,4.82691333333333,4.88780333333333,4.67296333333333,4.87961833333333,5.11194333333333,4.90172333333333,4.74117833333333,4.84981333333333,4.82033833333333,4.87608833333333,5.16897333333333,5.05556333333333,5.04265333333333
Pinnock,2.66072166666667,2.50271666666667,2.15902666666667,2.77090166666667,2.11209166666667,2.63833666666667,1.86100666666667,2.41871166666667,2.68032666666667,2.18969666666667,2.27083166666667,2.44566666666667,0.666666666666667,2.63467666666667,2.50524666666667,2.77321666666667,2.17610166666667,1.99499666666667,2.52558166666667,2.17080666666667,2.21219166666667,2.26143166666667,2.10075666666667,2.74440166666667,2.35574666666667,2.25631166666667,2.21352666666667,2.65462666666667,2.21671166666667,2.35666166666667,2.56692666666667,2.53856166666667,2.48348166666667
Wissa,2.79792333333333,2.72858333333333,2.49487333333333,2.71878333333333,2.55239333333333,2.76142833333333,2.54398833333333,2.58808833333333,2.73004333333333,2.61232833333333,2.78414833333333,2.73511333333333,0.833333333333333,2.76649333333333,2.63985833333333,3.04417333333333,2.56954833333333,2.54589333333333,2.62488833333333,2.77799833333333,2.65157833333333,2.61054833333333,2.57835833333333,2.71589333333333,2.74897333333333,2.77953333333333,2.70781833333333,2.63074833333333,2.53613333333333,2.76260333333333,3.01299833333333,2.70986333333333,2.77809333333333
Estupiñan,3.12690833333333,2.68345833333333,2.67466333333333,2.41959833333333,3.05421333333333,2.85843833333333,3.13587333333333,3.01953333333333,2.63071833333333,3.00610833333333,3.24413833333333,2.62016833333333,2.99678833333333,2.78536333333333,2.72392333333333,3.11729833333333,2.72812833333333,3.02884333333333,2.69031833333333,2.77852333333333,3.18094333333333,3.09789833333333,3.24629333333333,2.52169333333333,2.39693333333333,2.83691833333333,2.91621333333333,3.21945833333333,2.76977333333333,3.02780833333333,2.94131333333333,2.59143333333333,2.85758333333333
Ferguson,4.90544166666667,4.96914166666667,5.07663166666667,4.75668666666667,5.29824666666667,5.03755166666667,4.90027666666667,5.01402166666667,4.81870166666667,4.87598666666667,4.99193166666667,4.84573166666667,4.90976166666667,4.89110666666667,4.92196166666667,5.04160666666667,4.80177166666667,4.94669166666667,4.83656166666667,5.05998666666667,5.06382666666667,5.17164166666667,5.33070166666667,4.81193666666667,4.80995166666667,4.82468666666667,4.85586666666667,4.98892166666667,4.87925166666667,4.98264666666667,5.00893166666667,4.78030666666667,5.02336666666667
Gross,4.46969666666667,4.15763666666667,4.27005166666667,4.06530166666667,4.45967666666667,4.28147666666667,4.26548666666667,4.48320166666667,4.20739166666667,4.41979666666667,4.36618166666667,4.15788166666667,4.26427166666667,4.35239166666667,4.25155166666667,4.36961166666667,4.24755166666667,4.30021166666667,4.26266666666667,4.35485666666667,4.46647666666667,4.38508166666667,4.50788166666667,4.12835166666667,4.12223166666667,4.30374166666667,4.30605666666667,4.28362166666667,4.28860166666667,4.39067666666667,4.30569166666667,4.18541666666667,4.42497666666667
March,2.86875,2.51182,2.638665,2.42492,2.83289,2.648545,2.632005,2.857225,2.571905,2.79163,2.73617,2.52069,2.63075,2.7219,2.61759,2.73972,2.613455,2.667925,2.629085,2.724455,2.83992,2.75572,2.882755,2.49014,2.48381,2.671575,2.67397,2.650765,2.655915,2.76151,2.673595,2.549175,2.796995
Mitoma,5.898395,5.52105,5.63538,5.41262,5.82038,5.63613,5.6196,5.844705,5.559535,5.779145,5.72371,5.508345,5.618345,5.70945,5.60519,5.72726,5.601055,5.6555,5.61668,5.712,5.82741,5.74325,5.87022,5.47781,5.47148,5.65915,5.661545,5.63835,5.643495,5.749035,5.66117,5.53681,5.7845
Al-Dakhil,1.52170166666667,2.22705166666667,1.51670166666667,1.55157666666667,1.65071166666667,1.65125166666667,1.43900666666667,1.69896166666667,1.70683666666667,1.64443666666667,1.48201166666667,1.73024666666667,1.68711666666667,1.47287666666667,1.49353666666667,1.71926666666667,1.33483666666667,1.66442666666667,1.32306666666667,1.59275666666667,1.63460166666667,1.74133166666667,1.49289166666667,1.63944666666667,1.44448666666667,1.69719166666667,1.56275166666667,1.51422666666667,1.52124666666667,1.47230166666667,1.62407666666667,1.47543666666667,1.76418666666667
