Name,3_with_prob,4_with_prob,5_with_prob,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
Havertz,2.53917333333333,2.53917333333333,2.53917333333333,2.63474333333333,2.69100333333333,2.48821333333333,2.55579833333333,2.60338833333333,2.53779333333333,2.68587333333333,2.63472333333333,2.68868333333333,2.58869833333333,2.54924333333333,2.62925833333333,2.48603833333333,2.69468333333333,2.70135333333333,2.63183333333333,2.78173333333333,2.62330833333333,2.59197333333333,2.61824333333333,2.69950333333333,2.67659333333333,2.72979333333333,2.62231833333333,2.43940333333333,2.64417333333333,2.61468833333333,2.63632333333333,2.66827333333333,2.60107833333333,2.83655333333333,2.59595333333333,2.76802833333333
G.Jesus,1.96630666666667,1.96630666666667,1.96630666666667,1.83583666666667,1.96354166666667,1.80674666666667,1.81930666666667,1.90780166666667,1.77764666666667,2.00723666666667,1.82579666666667,2.06112666666667,1.80093666666667,1.99485166666667,2.07585666666667,1.80981166666667,2.05540166666667,2.20219666666667,1.95815666666667,2.03120166666667,2.07412166666667,1.93132666666667,2.00397166666667,2.07422166666667,2.08106666666667,1.88145166666667,1.88499166666667,1.75202666666667,2.01995166666667,1.88699666666667,2.02567666666667,1.90118166666667,1.83867666666667,2.06433166666667,1.75672666666667,2.08523666666667
Martinelli,3.78844166666667,3.78844166666667,3.78844166666667,3.90042666666667,3.95952166666667,3.68500166666667,3.78305166666667,3.84535166666667,3.75948166666667,3.95333166666667,3.88637166666667,3.95701666666667,3.82611666666667,3.77446666666667,3.87922166666667,3.69172166666667,3.96487166666667,3.97360166666667,3.88258666666667,4.07883166666667,3.87143166666667,3.83040666666667,3.86479666666667,3.97117666666667,3.94119166666667,4.01083166666667,3.87013666666667,3.63067166666667,3.89874666666667,3.86014666666667,3.88846666666667,3.93029666666667,3.84232666666667,4.15059666666667,3.83562166666667,4.06089166666667
Ødegaard,4.95656,4.95656,4.95656,5.065125,5.11223,4.81741,4.92879,5.00075,4.901565,5.12549,5.04814,5.12974,4.97854,4.91887,5.039875,4.82329,5.138815,5.1489,5.04377,5.27045,5.03088,4.983495,5.02322,5.1461,5.11146,5.191905,5.029385,4.75277,5.06243,5.017845,5.05056,5.098875,4.99726,5.353355,4.989515,5.24973
Saka,6.302185,6.302185,6.302185,6.322385,6.30591,5.879005,5.96718,6.04409,5.93809,6.17739,6.09473,6.181935,6.02035,5.956585,6.0859,5.85444,6.19163,6.20241,6.09006,6.33231,6.076285,6.025645,6.068095,6.199415,6.1624,6.24837,6.074685,5.77908,6.11,6.062355,6.097315,6.14895,6.040355,6.420905,6.03208,6.310165
Turner,2.73012166666667,2.73012166666667,2.73012166666667,2.52790166666667,2.69410666666667,2.76475166666667,2.74079666666667,2.72099666666667,2.74634666666667,2.61956666666667,2.74388166666667,2.80982166666667,2.83175666666667,2.85701666666667,2.74057166666667,2.80313166666667,2.70931166666667,2.81870666666667,2.75300666666667,2.67370166666667,2.74094166666667,2.71044666666667,2.84949666666667,2.69331166666667,2.64115166666667,2.80999666666667,2.83627166666667,2.85166666666667,2.87514666666667,2.73738666666667,2.70437666666667,2.89712166666667,2.70085166666667,2.79411666666667,2.83169166666667,2.82178666666667
White,3.182105,3.182105,3.182105,3.13297,3.438385,2.83551,2.957445,3.559335,2.910635,3.688335,3.20313,3.537205,3.07351,3.069975,3.11744,2.678885,3.541265,3.51409,3.43181,3.42072,3.022585,3.068495,3.65893,3.369465,3.133555,3.404725,3.123125,2.70589,3.587845,3.04354,3.327515,3.41617,3.028455,3.63847,3.021265,3.61304
Cash,5.57826666666667,5.57826666666667,5.57826666666667,5.05171166666667,5.18698666666667,5.45252166666667,5.60455666666667,5.65182166666667,5.48222166666667,5.52415666666667,5.08414166666667,5.49222166666667,4.88024666666667,5.35728666666667,5.26140666666667,5.62289166666667,5.07684166666667,5.75380166666667,5.28742666666667,5.43020666666667,5.19079666666667,5.28639666666667,5.57697166666667,5.75640666666667,5.12986166666667,5.19906666666667,5.12477666666667,5.60043166666667,4.75679666666667,5.46598666666667,4.99931666666667,5.70319666666667,5.18021166666667,5.09944666666667,5.07818166666667,5.45471166666667
Douglas Luiz,3.49105666666667,3.49105666666667,3.49105666666667,3.41656666666667,3.48688666666667,3.54777166666667,3.58709666666667,3.53683666666667,3.67371166666667,3.65453666666667,3.49395166666667,3.59829166666667,3.38447166666667,3.52932166666667,3.52743166666667,3.49625166666667,3.48885666666667,3.57832666666667,3.50928166666667,3.59188666666667,3.56909666666667,3.62625166666667,3.59373166666667,3.69382666666667,3.48163666666667,3.56708666666667,3.48489666666667,3.58112666666667,3.33308166666667,3.62202666666667,3.40854666666667,3.72826166666667,3.51509166666667,3.50750166666667,3.51607666666667,3.49526166666667
Konsa,2.96651333333333,2.96651333333333,2.96651333333333,2.61661833333333,2.79371333333333,3.07426333333333,3.19197333333333,3.23175333333333,3.08902833333333,3.12431833333333,2.75403833333333,3.09744333333333,2.58245333333333,2.98389333333333,2.90320833333333,3.20740333333333,2.74789333333333,3.31756833333333,2.92510333333333,3.04525833333333,2.84378833333333,2.92423833333333,3.16876333333333,3.31976333333333,2.79251333333333,2.85074833333333,2.78823333333333,3.18850333333333,2.47856833333333,3.07536833333333,2.68265333333333,3.27498333333333,2.83488333333333,2.76691833333333,2.74902333333333,3.06587833333333
Martinez,3.39866,3.39866,3.39866,3.20155,3.26275,3.405405,3.39592,3.258855,3.407745,3.42827,3.254555,3.25904,3.20849,3.174255,3.274255,3.25654,3.23907,3.2454,3.45598,3.220585,3.326095,3.3571,3.373555,3.48739,3.37925,3.258575,3.105995,3.212935,2.990405,3.19998,3.217885,3.337465,3.37347,3.346115,3.13321,3.28906
Nakamba,1.75362,1.75362,1.75362,1.75468,3.48302,1.76224,1.8378,1.67387,1.7261,1.70681,1.73211,1.73414,1.73548,1.63284,1.78436,1.77982,1.76367,1.7254,1.72252,1.73029,1.6658,1.71205,1.80417,1.6293,1.73527,1.71135,1.85205,1.71042,1.6499,1.87646,1.59642,1.80118,1.7578,1.82814,1.704,1.82421
Watkins,4.70244,4.70244,4.70244,4.57124,4.875855,4.687055,4.868205,4.828625,4.84118,5.185435,4.62624,4.80318,4.596415,4.64962,4.61186,4.703415,4.534745,4.81443,4.86968,4.889215,4.896855,4.8525,5.03209,5.22475,4.584105,4.69231,4.72968,4.87459,4.5295,4.673995,4.63735,4.87817,4.677945,4.680185,4.8891,4.7149
Semenyo,2.828935,2.828935,2.828935,2.832415,2.81991,2.89675,2.89918,2.8784,2.779995,2.90423,2.906865,2.88551,2.844025,2.781805,2.8833,2.88764,3.006535,2.813405,2.90419,2.84913,3.02011,2.953575,2.789875,2.803105,2.87714,2.84006,2.837505,2.908475,2.859475,2.798855,2.89155,2.873625,2.904855,2.81724,2.8299,2.805935
Solanke,4.21544333333333,4.21544333333333,4.21544333333333,4.21209333333333,4.20104833333333,4.38789833333333,4.39063833333333,4.34171833333333,4.11001333333333,4.40253333333333,4.40874333333333,4.35845833333333,4.26078333333333,4.11428333333333,4.35326333333333,4.36347333333333,4.64341833333333,4.18868333333333,4.40243833333333,4.27279833333333,4.67538333333333,4.51871833333333,4.13327833333333,4.16442833333333,4.33875333333333,4.25144333333333,4.24543333333333,4.41252833333333,4.29715833333333,4.15441833333333,4.37267333333333,4.33047333333333,4.40401333333333,4.19771833333333,4.22751833333333,4.17109833333333
Mbeumo,7.13261666666667,7.13261666666667,7.13261666666667,7.53187666666667,7.52261166666667,7.17438166666667,7.34864166666667,7.08766666666667,7.36632166666667,6.94770166666667,7.24982166666667,7.26497666666667,7.20582666666667,7.33002666666667,7.24922666666667,4.16666666666667,7.35428166666667,7.18115166666667,7.58153166666667,7.17851166666667,6.95776166666667,7.31333166666667,7.22311666666667,7.16024666666667,7.22113666666667,7.00629666666667,7.21295166666667,7.44527666666667,7.23505666666667,7.07451166666667,7.18314666666667,7.15367166666667,7.20942166666667,7.50230666666667,7.38889666666667,7.37598666666667
Pinnock,3.00120166666667,3.00120166666667,3.00120166666667,3.66072166666667,3.50271666666667,3.15902666666667,3.77090166666667,3.11209166666667,3.63833666666667,2.86100666666667,3.41871166666667,3.68032666666667,3.18969666666667,3.27083166666667,3.44566666666667,1.66666666666667,3.63467666666667,3.50524666666667,3.77321666666667,3.17610166666667,2.99499666666667,3.52558166666667,3.17080666666667,3.21219166666667,3.26143166666667,3.10075666666667,3.74440166666667,3.35574666666667,3.25631166666667,3.21352666666667,3.65462666666667,3.21671166666667,3.35666166666667,3.56692666666667,3.53856166666667,3.48348166666667
Wissa,5.37951166666667,5.37951166666667,5.37951166666667,5.63125666666667,5.56191666666667,5.32820666666667,5.55211666666667,5.38572666666667,5.59476166666667,5.37732166666667,5.42142166666667,5.56337666666667,5.44566166666667,5.61748166666667,5.56844666666667,3.66666666666667,5.59982666666667,5.47319166666667,5.87750666666667,5.40288166666667,5.37922666666667,5.45822166666667,5.61133166666667,5.48491166666667,5.44388166666667,5.41169166666667,5.54922666666667,5.58230666666667,5.61286666666667,5.54115166666667,5.46408166666667,5.36946666666667,5.59593666666667,5.84633166666667,5.54319666666667,5.61142666666667
Estupiñan,4.44106666666667,4.44106666666667,4.44106666666667,4.96024166666667,4.51679166666667,4.50799666666667,4.25293166666667,4.88754666666667,4.69177166666667,4.96920666666667,4.85286666666667,4.46405166666667,4.83944166666667,5.07747166666667,4.45350166666667,4.83012166666667,4.61869666666667,4.55725666666667,4.95063166666667,4.56146166666667,4.86217666666667,4.52365166666667,4.61185666666667,5.01427666666667,4.93123166666667,5.07962666666667,4.35502666666667,4.23026666666667,4.67025166666667,4.74954666666667,5.05279166666667,4.60310666666667,4.86114166666667,4.77464666666667,4.42476666666667,4.69091666666667
Ferguson,2.72317833333333,2.72317833333333,2.47317833333333,3.07210833333333,3.13580833333333,3.24329833333333,2.92335333333333,3.46491333333333,3.20421833333333,3.06694333333333,3.18068833333333,2.98536833333333,3.04265333333333,3.15859833333333,3.01239833333333,3.07642833333333,3.05777333333333,3.08862833333333,3.20827333333333,2.96843833333333,3.11335833333333,3.00322833333333,3.22665333333333,3.23049333333333,3.33830833333333,3.49736833333333,2.97860333333333,2.97661833333333,2.99135333333333,3.02253333333333,3.15558833333333,3.04591833333333,3.14931333333333,3.17559833333333,2.94697333333333,3.19003333333333
Gross,4.15250166666667,4.15250166666667,4.15250166666667,4.46969666666667,4.15763666666667,4.27005166666667,4.06530166666667,4.45967666666667,4.28147666666667,4.26548666666667,4.48320166666667,4.20739166666667,4.41979666666667,4.36618166666667,4.15788166666667,4.26427166666667,4.35239166666667,4.25155166666667,4.36961166666667,4.24755166666667,4.30021166666667,4.26266666666667,4.35485666666667,4.46647666666667,4.38508166666667,4.50788166666667,4.12835166666667,4.12223166666667,4.30374166666667,4.30605666666667,4.28362166666667,4.28860166666667,4.39067666666667,4.30569166666667,4.18541666666667,4.42497666666667
March,6.39630833333333,6.39630833333333,6.39630833333333,6.70208333333333,6.34515333333333,6.47199833333333,6.25825333333333,6.66622333333333,6.48187833333333,6.46533833333333,6.69055833333333,6.40523833333333,6.62496333333333,6.56950333333333,6.35402333333333,6.46408333333333,6.55523333333333,6.45092333333333,6.57305333333333,6.44678833333333,6.50125833333333,6.46241833333333,6.55778833333333,6.67325333333333,6.58905333333333,6.71608833333333,6.32347333333333,6.31714333333333,6.50490833333333,6.50730333333333,6.48409833333333,6.48924833333333,6.59484333333333,6.50692833333333,6.38250833333333,6.63032833333333
Mitoma,5.10613,5.10613,5.10613,5.398395,5.02105,5.13538,4.91262,5.32038,5.13613,5.1196,5.344705,5.059535,5.279145,5.22371,5.008345,5.118345,5.20945,5.10519,5.22726,5.101055,5.1555,5.11668,5.212,5.32741,5.24325,5.37022,4.97781,4.97148,5.15915,5.161545,5.13835,5.143495,5.249035,5.16117,5.03681,5.2845
Al-Dakhil,1.83678,1.83678,1.83678,1.71007,3.12077,1.70007,1.76982,1.96809,1.96917,1.54468,2.06459,2.08034,1.95554,1.63069,2.12716,2.0409,1.61242,1.65374,2.1052,1.33634,1.99552,1.3128,1.85218,1.93587,2.14933,1.65245,1.94556,1.55564,2.06105,1.79217,1.69512,1.70916,1.61127,1.91482,1.61754,2.19504
Foster,2.30293,2.30293,2.30293,2.30999,4.12425,2.14319,2.08608,2.25142,2.21378,2.10811,2.30761,2.1652,2.15881,2.14513,2.33639,2.44924,2.32567,2.24919,2.27341,2.0149,2.58176,2.07066,2.11871,2.17513,2.31623,2.1879,2.13978,2.07982,2.31313,2.30889,2.32734,2.33237,2.01944,2.32577,2.09851,2.61573
Chilwell,4.11742833333333,4.11742833333333,4.11742833333333,4.01277333333333,4.19807833333333,4.34303833333333,3.99313333333333,4.09888333333333,3.72740833333333,3.52904833333333,3.61108333333333,3.81525833333333,3.72030333333333,3.92517333333333,4.25152333333333,4.11018333333333,4.12562333333333,3.77188333333333,4.15546833333333,3.38228833333333,4.22967333333333,4.08791333333333,3.40895333333333,3.83920833333333,3.89985333333333,4.06407333333333,3.64488333333333,4.37887833333333,3.92416833333333,3.83116333333333,4.30454333333333,3.74229833333333,3.76839833333333,4.23368333333333,4.11467333333333,4.32964833333333
Chukwuemeka,1.25722,1.25722,1.00722,1.396075,1.49434,1.503125,1.522815,1.544345,1.5146,1.489175,1.49998,1.521115,1.51342,1.51816,1.515135,1.53013,1.52171,1.51174,1.551895,1.48802,1.534845,1.514905,1.47724,1.531585,1.522375,1.537345,1.494765,1.534195,1.545325,1.532055,1.55318,1.51775,1.502625,1.53623,1.55635,1.569015
Enzo,2.5535,2.5535,2.5535,2.43068,2.45706,2.344875,2.34441,2.445405,2.30588,2.186615,2.237285,2.33643,2.30033,2.32258,2.308385,2.378725,2.33922,2.29246,2.48082,2.18118,2.400845,2.30731,2.13063,2.38555,2.342355,2.41257,2.212835,2.3978,2.45001,2.387745,2.486855,2.32064,2.24969,2.40735,2.50171,2.561135
Gusto,3.78952666666667,3.78952666666667,3.78952666666667,3.72570166666667,3.81927166666667,3.88862666666667,3.68922166666667,3.75067666666667,3.53480166666667,3.41953166666667,3.46720666666667,3.58585666666667,3.53067666666667,3.64972666666667,3.83937666666667,3.75724166666667,3.76621666666667,3.56065166666667,3.78356166666667,3.33424666666667,3.82668166666667,3.74430166666667,3.34974166666667,3.59977166666667,3.63501666666667,3.73044666666667,3.48684666666667,3.91338666666667,3.64914666666667,3.59509666666667,3.87019166666667,3.54345666666667,3.55862166666667,3.82901166666667,3.75985166666667,3.88478166666667
James,1.70238833333333,1.70238833333333,1.70238833333333,1.79296333333333,1.99673333333333,2.12644833333333,1.82032833333333,1.91738833333333,1.57642333333333,1.39435333333333,1.46965333333333,1.65705833333333,1.56990333333333,1.75794333333333,2.05749333333333,1.92776333333333,1.94193333333333,1.61724833333333,1.96932833333333,1.25964833333333,2.03743833333333,1.90731833333333,1.28412333333333,1.67904333333333,1.73470833333333,1.88543833333333,1.50067833333333,2.17438833333333,1.75702333333333,1.67165833333333,2.10615833333333,1.59008833333333,1.61404833333333,2.04111833333333,1.93188333333333,2.12920333333333
Lukaku,0.708615,0.708615,0.708615,0.70577,0.77538,0.72516,0.663825,0.670935,0.657005,0.648305,0.637135,0.73424,0.63032,0.72801,0.679515,0.67736,0.695915,0.65018,0.79041,0.64878,0.726365,0.68158,0.628055,0.67118,0.64776,0.717845,0.661495,0.711895,0.722275,0.73573,0.74011,0.662045,0.70786,0.7336,0.7197,0.724775
N.Jackson,3.80401,3.80401,3.80401,3.791755,3.952615,3.687555,3.50511,3.530555,3.480705,3.449565,3.409575,3.757125,3.385195,3.734835,3.561265,3.55355,3.61995,3.43672,4.06445,3.44706,3.739955,3.573255,3.379715,3.54967,3.46569,3.755225,3.4923,3.677155,3.716895,3.763195,3.768055,3.53702,3.66272,3.73329,3.70508,3.743695
Sterling,5.87176333333333,5.87176333333333,5.87176333333333,5.79709333333333,5.86009833333333,5.74497333333333,5.77090833333333,5.87658833333333,5.73059833333333,5.60580333333333,5.65882333333333,5.76256333333333,5.72478833333333,5.74807333333333,5.73321833333333,5.80681333333333,5.76547833333333,5.71655333333333,5.91364333333333,5.60011333333333,5.82996333333333,5.73208833333333,5.54722333333333,5.81395833333333,5.76875833333333,5.84223333333333,5.63323833333333,5.82677333333333,5.88140333333333,5.81625333333333,5.91995833333333,5.74603833333333,5.67180333333333,5.83676833333333,5.93550333333333,5.99768333333333
C.Doucouré,2.307335,2.307335,2.307335,2.476415,2.390485,2.54443,2.38095,2.470685,2.43373,2.532,2.414345,2.416495,2.57696,2.43705,2.316395,2.440955,2.39276,2.506915,2.36615,2.42398,2.4314,2.436405,2.432575,2.4781,2.422465,2.45074,2.48704,2.54099,2.491265,2.35028,2.34699,2.48388,2.488255,2.5097,2.466555,2.44559
Edouard,3.37691833333333,3.37691833333333,3.37691833333333,3.56274333333333,3.17934833333333,3.57431333333333,3.18113833333333,3.25865833333333,3.32708833333333,3.37949333333333,3.19615833333333,3.28024333333333,3.36601333333333,3.37232333333333,3.16461833333333,3.37344333333333,3.20800333333333,3.24807833333333,3.22691333333333,3.26507333333333,3.25165333333333,3.25035833333333,3.36110833333333,3.32919333333333,3.22049333333333,3.33739333333333,3.37238833333333,3.34464333333333,3.32269333333333,3.20326833333333,3.20187833333333,3.36025333333333,3.45491333333333,3.35118333333333,3.26080333333333,3.34108333333333
Eze,3.29568666666667,3.29568666666667,3.29568666666667,3.51692666666667,3.30176666666667,3.54399166666667,3.19484666666667,3.36549166666667,3.29521166666667,3.48208666666667,3.25835166666667,3.26243666666667,3.56758166666667,3.30153166666667,3.07209166666667,3.30895666666667,3.21730666666667,3.43438166666667,3.16670666666667,3.27667666666667,3.29078166666667,3.30030166666667,3.29301666666667,3.37958666666667,3.27379666666667,3.32756166666667,3.39659166666667,3.49918166666667,3.40462166666667,3.13652666666667,3.13027166666667,3.39058166666667,3.39890166666667,3.43967666666667,3.35763166666667,3.31776666666667
Guéhi,3.03421166666667,3.03421166666667,3.03421166666667,3.42101666666667,3.07539166666667,3.69218166666667,3.02133666666667,3.22474166666667,3.68005166666667,3.63965666666667,3.16471666666667,3.16030166666667,3.66204166666667,3.11988666666667,2.84110666666667,3.20338666666667,3.06254166666667,3.45627666666667,3.05147666666667,3.59238166666667,3.13833166666667,3.20839166666667,3.30139166666667,3.70593666666667,3.12505666666667,3.61747666666667,3.42524166666667,3.47035666666667,3.47903666666667,2.94819166666667,2.81733666666667,3.57647666666667,3.55255166666667,3.30049666666667,3.46635666666667,3.38831666666667
Lerma,2.66018666666667,2.66018666666667,2.66018666666667,2.83067666666667,2.72206166666667,2.87295166666667,2.68713166666667,2.78531666666667,2.74487666666667,2.85240166666667,2.72367166666667,2.72602166666667,2.90159166666667,2.74851666666667,2.61650166666667,2.75278666666667,2.70005666666667,2.82495166666667,2.67094166666667,2.73421666666667,2.74233166666667,2.74780666666667,2.74361666666667,2.79342666666667,2.73255666666667,2.76349166666667,2.80320666666667,2.86223666666667,2.80782666666667,2.65357666666667,2.64997666666667,2.79975166666667,2.80454166666667,2.82800166666667,2.78079166666667,2.75785666666667
Schlupp,2.54727666666667,2.54727666666667,2.54727666666667,2.71462166666667,2.61699666666667,2.76601166666667,2.58494166666667,2.67901666666667,2.64027166666667,2.74329666666667,2.61995166666667,2.62220666666667,2.79042666666667,2.64375666666667,2.51726666666667,2.64785166666667,2.59732166666667,2.71699666666667,2.56942666666667,2.63005666666667,2.63783166666667,2.64307666666667,2.63906166666667,2.68678666666667,2.62846666666667,2.65810666666667,2.69616166666667,2.75272166666667,2.70058666666667,2.55279166666667,2.54934166666667,2.69284666666667,2.69743666666667,2.71991666666667,2.67468166666667,2.65270666666667
A.Doucoure,3.12604,3.12604,3.12604,3.0802,3.059485,3.24225,2.78688,2.91051,2.95402,2.92267,3.076295,3.13196,3.035995,2.945925,2.941165,2.921135,2.792735,2.999555,2.962265,3.03816,3.006905,2.73246,2.957025,2.93702,3.030375,2.91516,2.94708,3.043505,2.847285,3.02009,2.868295,3.15555,3.071345,2.906685,2.92383,2.820965
Onana,2.362775,2.362775,2.362775,2.37649,2.404555,2.544375,2.322355,2.392125,2.416685,2.39899,2.485695,2.517105,2.462945,2.412115,2.40943,2.39812,2.325655,2.44238,2.421335,2.46417,2.44653,2.29164,2.41838,2.40709,2.459775,2.39475,2.412765,2.467185,2.356445,2.45397,2.3683,2.53042,2.482895,2.38997,2.399645,2.34159
Pickford,2.29450166666667,2.29450166666667,2.29450166666667,2.38211166666667,2.36862166666667,2.43748666666667,2.34675166666667,2.23469666666667,2.37203166666667,2.39508666666667,2.45469166666667,2.49906166666667,2.33509166666667,2.46903666666667,2.45809666666667,2.36485666666667,2.32449666666667,2.49701666666667,2.37475666666667,2.46910666666667,2.36837666666667,2.13343166666667,2.49110666666667,2.44507166666667,2.48870666666667,2.35128666666667,2.25854166666667,2.36878166666667,2.33384166666667,2.35683166666667,2.31841666666667,2.56883666666667,2.31704166666667,2.47409666666667,2.36659166666667,2.33272666666667
Leno,4.91003166666667,4.91003166666667,4.91003166666667,4.93789166666667,5.01574166666667,4.90789666666667,4.90606666666667,4.99051166666667,5.00064166666667,4.85480666666667,4.86767666666667,4.88700666666667,5.12080166666667,5.03644666666667,4.87341666666667,4.89762166666667,4.91020166666667,4.83200666666667,4.85718166666667,4.99030666666667,5.00422166666667,4.98253166666667,4.91649166666667,4.89178666666667,4.91362166666667,5.04519166666667,4.90977166666667,4.97204166666667,5.04735166666667,4.87473666666667,4.76904666666667,4.79415166666667,5.03897166666667,4.92423166666667,4.86358166666667,5.02107166666667
Lukić,1.652655,1.652655,1.652655,1.766,1.806825,1.80406,1.818615,1.822665,1.858175,1.803195,1.84468,1.78439,1.87838,1.846465,1.79979,1.843845,1.849815,1.82919,1.805145,1.86829,1.823725,1.888675,1.829105,1.817095,1.827,1.83861,1.840485,1.841085,1.872365,1.8479,1.81591,1.82523,1.827765,1.828625,1.78588,1.814935
Alexander-Arnold,2.48118666666667,2.48118666666667,2.23118666666667,2.87663666666667,2.39270166666667,2.46814666666667,3.20436166666667,3.30723166666667,2.49154166666667,2.92913666666667,2.00585666666667,3.00486666666667,2.57087166666667,2.91446166666667,2.69533166666667,2.78762666666667,3.26499166666667,2.88255666666667,2.96329166666667,2.55709666666667,2.32158666666667,3.30383666666667,2.66279666666667,3.17107666666667,2.95027166666667,2.16657166666667,2.69667666666667,2.54958666666667,3.13340666666667,2.42251666666667,2.96492666666667,3.07363166666667,2.48492166666667,2.58163666666667,2.48687666666667,3.10416666666667
A.Becker,3.63314666666667,3.63314666666667,3.63314666666667,3.62352666666667,3.48014666666667,3.57301166666667,3.57278666666667,3.71629666666667,3.60661666666667,3.42479666666667,3.21223166666667,3.65633666666667,3.55270666666667,3.51514666666667,3.58415166666667,3.39870166666667,3.58809166666667,3.44569166666667,3.48469666666667,3.60075666666667,3.44295666666667,3.47086166666667,3.50012666666667,3.48450666666667,3.63551666666667,3.43342666666667,3.68444166666667,3.48845666666667,3.48216166666667,3.46444166666667,3.62630666666667,3.60084166666667,3.32946666666667,3.48422666666667,3.42378166666667,3.43793166666667
Darwin,3.76751666666667,3.76751666666667,3.76751666666667,3.90564666666667,3.72070666666667,3.74085166666667,3.88383166666667,4.12569666666667,3.64633166666667,3.71359166666667,3.60547166666667,4.09628166666667,3.88034666666667,3.74419666666667,3.84715666666667,3.69535166666667,3.81594166666667,3.87463166666667,3.81025166666667,3.71654666666667,3.68616666666667,3.81867166666667,3.66709666666667,3.82929166666667,3.83869166666667,3.65553666666667,3.86001666666667,3.87599166666667,3.73560166666667,3.60939666666667,3.77767166666667,3.98154166666667,3.75525666666667,3.72729166666667,3.80832666666667,3.86368666666667
Diogo J.,4.35108833333333,4.35108833333333,4.35108833333333,4.41782833333333,4.35920833333333,4.41405333333333,4.57945833333333,4.61098833333333,4.41275833333333,4.54391333333333,4.27397833333333,4.57428333333333,4.49446333333333,4.42548833333333,4.54785833333333,4.45730333333333,4.44021833333333,4.51575333333333,4.52173833333333,4.44401333333333,4.34447333333333,4.50308833333333,4.45553833333333,4.46432333333333,4.59219333333333,4.32198833333333,4.43858333333333,4.45046333333333,4.42641333333333,4.41950333333333,4.45285333333333,4.51747833333333,4.41580333333333,4.49258333333333,4.37607833333333,4.50569833333333
Gakpo,2.19838333333333,2.19838333333333,2.19838333333333,2.35067833333333,2.23288833333333,2.29123333333333,2.44365333333333,2.64584833333333,2.24510833333333,2.30133833333333,2.21095333333333,2.62125833333333,2.44074333333333,2.32692333333333,2.41299833333333,2.28609333333333,2.38690333333333,2.43596333333333,2.38214333333333,2.30380833333333,2.27841333333333,2.38918333333333,2.26246833333333,2.39806333333333,2.40591833333333,2.25280833333333,2.42374833333333,2.43710333333333,2.31973833333333,2.21423333333333,2.35490833333333,2.52533833333333,2.33616833333333,2.31279333333333,2.38053333333333,2.42681833333333
Luis Díaz,4.51011166666667,4.51011166666667,4.51011166666667,4.57873166666667,4.52218666666667,4.58110666666667,4.77537666666667,4.81428166666667,4.56968166666667,4.73151666666667,4.39844166666667,4.76899166666667,4.67050166666667,4.58539166666667,4.73638666666667,4.62465166666667,4.60357166666667,4.69677666666667,4.70415666666667,4.60825166666667,4.48543166666667,4.68114166666667,4.62247666666667,4.63331166666667,4.79109666666667,4.45768166666667,4.60155666666667,4.61620666666667,4.58653166666667,4.57800666666667,4.61916166666667,4.69890166666667,4.57344166666667,4.66818666666667,4.52442666666667,4.68436666666667
Mac Allister,2.11048666666667,2.11048666666667,2.11048666666667,2.22929666666667,2.17545166666667,2.23168666666667,2.44967666666667,2.49361666666667,2.21736166666667,2.40014166666667,2.02395666666667,2.44246666666667,2.33123166666667,2.23510666666667,2.40564166666667,2.27944166666667,2.25563666666667,2.36090166666667,2.36924166666667,2.26092166666667,2.12220666666667,2.34324666666667,2.27698666666667,2.28922666666667,2.46743166666667,2.09086666666667,2.25335666666667,2.26990666666667,2.23639166666667,2.22676666666667,2.27324166666667,2.36330166666667,2.22160666666667,2.32861166666667,2.16624666666667,2.34689166666667
Robertson,2.805755,2.805755,2.805755,2.972425,2.48682,2.523045,3.10671,3.18512,2.563385,2.89693,2.19318,2.95465,2.62385,2.88574,2.718715,2.789065,3.152925,2.861425,2.922965,2.61335,2.43384,3.182535,2.693915,3.08134,2.91304,2.315685,2.71974,2.607625,3.05263,2.51077,2.92421,3.007065,2.55834,2.632055,2.55983,3.03034
Salah,5.63962,5.63962,5.63962,5.727035,5.556595,5.596525,5.902005,5.9711,5.536685,5.82411,5.232555,5.89066,5.71574,5.564585,5.832755,5.634305,5.59687,5.762405,5.775515,5.60518,5.387045,5.73464,5.630445,5.649695,5.92992,5.337765,5.593285,5.61931,5.566605,5.55147,5.624555,5.76618,5.543355,5.711625,5.456305,5.740365
Szoboszlai,3.284625,3.284625,3.284625,3.347395,3.28566,3.31431,3.464905,3.496985,3.29531,3.428745,3.154125,3.45964,3.378435,3.308265,3.43276,3.34063,3.32325,3.4001,3.406185,3.32711,3.225845,3.38721,3.338835,3.347775,3.477865,3.202965,3.32159,3.33367,3.309205,3.302175,3.336105,3.40185,3.29841,3.376525,3.257995,3.38987
